State,County,Census Tract Number,Life Expectancy,Life Expectancy Range,Life Expectancy Standard Error
Illinois,"Cook County, IL",3902.00,,,
Illinois,"Cook County, IL",3903.00,73.3,56.9-75.1,2.1609
Illinois,"Cook County, IL",3904.00,73.4,56.9-75.1,1.931
Illinois,"Cook County, IL",3905.00,,,
Illinois,"Cook County, IL",3906.00,84.8,81.7-97.5,3.6069
Illinois,"Cook County, IL",3907.00,82,81.7-97.5,1.6812
Illinois,"Cook County, IL",4003.00,76,75.2-77.5,2.4096
Illinois,"Cook County, IL",4004.00,73.7,56.9-75.1,3.7441
Illinois,"Cook County, IL",4005.00,68.2,56.9-75.1,1.9244
Illinois,"Cook County, IL",4008.00,72,56.9-75.1,1.7048
Illinois,"Cook County, IL",4101.00,75.6,75.2-77.5,1.9965
Illinois,"Cook County, IL",4102.00,,,
Illinois,"Cook County, IL",4105.00,78.5,77.6-79.5,2.2898
Illinois,"Cook County, IL",4106.00,78.6,77.6-79.5,1.5243
Illinois,"Cook County, IL",4107.00,79.7,79.6-81.6,1.8034
Illinois,"Cook County, IL",4108.00,82.7,81.7-97.5,3.7622
Illinois,"Cook County, IL",4109.00,81.6,79.6-81.6,3.3945
Illinois,"Cook County, IL",4110.00,80.7,79.6-81.6,1.6267
Illinois,"Cook County, IL",4111.00,82.4,81.7-97.5,1.5974
Illinois,"Cook County, IL",4112.00,83.5,81.7-97.5,2.4237
Illinois,"Cook County, IL",4201.00,71.1,56.9-75.1,2.5807
Illinois,"Cook County, IL",4202.00,64.7,56.9-75.1,1.9684
Illinois,"Cook County, IL",4203.00,,,
Illinois,"Cook County, IL",4204.00,74.9,56.9-75.1,2.8035
Illinois,"Cook County, IL",4205.00,73.4,56.9-75.1,1.3924
Illinois,"Cook County, IL",4206.00,72,56.9-75.1,1.3947
Illinois,"Cook County, IL",4207.00,72.7,56.9-75.1,1.7658
Illinois,"Cook County, IL",4208.00,71,56.9-75.1,2.2377
Illinois,"Cook County, IL",4212.00,74.7,56.9-75.1,1.7805
Illinois,"Cook County, IL",4301.01,74,56.9-75.1,2.0781
Illinois,"Cook County, IL",4301.02,76.3,75.2-77.5,3.1581
Illinois,"Cook County, IL",4302.00,76.8,75.2-77.5,2.4174
Illinois,"Cook County, IL",4303.00,74.9,56.9-75.1,3.0076
Illinois,"Cook County, IL",4304.00,72.7,56.9-75.1,1.6872
Illinois,"Cook County, IL",4305.00,69.4,56.9-75.1,1.6582
Illinois,"Cook County, IL",4306.00,72.9,56.9-75.1,2.2571
Illinois,"Cook County, IL",4307.00,73.8,56.9-75.1,1.21
Illinois,"Cook County, IL",4308.00,72.7,56.9-75.1,2.2524
Illinois,"Cook County, IL",4309.00,71.3,56.9-75.1,1.9879
Illinois,"Cook County, IL",4312.00,72.6,56.9-75.1,2.1584
Illinois,"Cook County, IL",4313.01,67.8,56.9-75.1,1.688
Illinois,"Cook County, IL",4313.02,68.5,56.9-75.1,1.5942
Illinois,"Cook County, IL",4314.00,68.4,56.9-75.1,1.566
Illinois,"Cook County, IL",4401.01,67,56.9-75.1,1.6286
Illinois,"Cook County, IL",4401.02,67.7,56.9-75.1,1.9803
Illinois,"Cook County, IL",4402.01,73.2,56.9-75.1,1.8789
Illinois,"Cook County, IL",4402.02,73.7,56.9-75.1,1.7149
Illinois,"Cook County, IL",4403.00,78.1,77.6-79.5,1.5638
Illinois,"Cook County, IL",4406.00,77,75.2-77.5,2.3666
Illinois,"Cook County, IL",4407.00,73.4,56.9-75.1,1.9055
Illinois,"Cook County, IL",4408.00,72.8,56.9-75.1,2.8539
Illinois,"Cook County, IL",4409.00,70.3,56.9-75.1,2.2088
Illinois,"Cook County, IL",4503.00,75.1,56.9-75.1,0.8747
Illinois,"Cook County, IL",4601.00,,,
Illinois,"Cook County, IL",4602.00,73.5,56.9-75.1,2.4665
Illinois,"Cook County, IL",4603.01,71.5,56.9-75.1,2.3877
Illinois,"Cook County, IL",4603.02,69.1,56.9-75.1,1.7175
Illinois,"Cook County, IL",4604.00,73.6,56.9-75.1,1.6183
Illinois,"Cook County, IL",4605.00,72.4,56.9-75.1,1.4859
Illinois,"Cook County, IL",4606.00,75,56.9-75.1,1.4455
Illinois,"Cook County, IL",4607.00,75,56.9-75.1,2.1123
Illinois,"Cook County, IL",4610.00,72.6,56.9-75.1,1.6857
Illinois,"Cook County, IL",4701.00,73.2,56.9-75.1,2.1245
Illinois,"Cook County, IL",4801.00,76.7,75.2-77.5,2.236
Illinois,"Cook County, IL",4802.00,79.7,79.6-81.6,3.0276
Illinois,"Cook County, IL",4803.00,76.3,75.2-77.5,1.2595
Illinois,"Cook County, IL",4804.00,76.5,75.2-77.5,2.501
Illinois,"Cook County, IL",4805.00,77.2,75.2-77.5,1.2407
Illinois,"Cook County, IL",4903.00,77.9,77.6-79.5,1.6632
Illinois,"Cook County, IL",4904.00,70.6,56.9-75.1,3.1173
Illinois,"Cook County, IL",4905.00,76.5,75.2-77.5,1.5699
Illinois,"Cook County, IL",4906.00,71.2,56.9-75.1,2.0915
Illinois,"Cook County, IL",4907.00,72,56.9-75.1,1.2707
Illinois,"Cook County, IL",4908.00,69.6,56.9-75.1,1.7533
Illinois,"Cook County, IL",4909.01,74.6,56.9-75.1,1.3681
Illinois,"Cook County, IL",4909.02,72.7,56.9-75.1,1.8545
Illinois,"Cook County, IL",4910.00,65.8,56.9-75.1,1.6647
Illinois,"Cook County, IL",4911.00,73.2,56.9-75.1,1.479
Illinois,"Cook County, IL",4912.00,71.2,56.9-75.1,1.6426
Illinois,"Cook County, IL",4913.00,70.3,56.9-75.1,1.8312
Illinois,"Cook County, IL",4914.00,71.4,56.9-75.1,2.7313
Illinois,"Cook County, IL",5001.00,70.2,56.9-75.1,2.2998
Illinois,"Cook County, IL",5002.00,72.7,56.9-75.1,2.056
Illinois,"Cook County, IL",5003.00,74.6,56.9-75.1,1.9631
Illinois,"Cook County, IL",5101.00,76.8,75.2-77.5,1.7977
Illinois,"Cook County, IL",5102.00,74,56.9-75.1,1.9198
Illinois,"Cook County, IL",5103.00,74.6,56.9-75.1,1.3944
Illinois,"Cook County, IL",5201.00,76.9,75.2-77.5,2.2234
Illinois,"Cook County, IL",5202.00,79.9,79.6-81.6,3.9464
Illinois,"Cook County, IL",5203.00,77,75.2-77.5,1.366
Illinois,"Cook County, IL",5204.00,82,81.7-97.5,2.1297
Illinois,"Cook County, IL",5205.00,78.5,77.6-79.5,1.1573
Illinois,"Cook County, IL",5206.00,79.6,79.6-81.6,1.8561
Illinois,"Cook County, IL",5301.00,71.8,56.9-75.1,2.4681
Illinois,"Cook County, IL",5302.00,69.5,56.9-75.1,1.6889
Illinois,"Cook County, IL",5303.00,73,56.9-75.1,1.3717
Illinois,"Cook County, IL",5304.00,72.3,56.9-75.1,1.6182
Illinois,"Cook County, IL",5305.01,68.7,56.9-75.1,2.2499
Illinois,"Cook County, IL",5305.02,75.1,56.9-75.1,1.3558
Illinois,"Cook County, IL",5305.03,72.5,56.9-75.1,1.4274
Illinois,"Cook County, IL",5306.00,70.6,56.9-75.1,2.3005
Illinois,"Cook County, IL",5401.01,67.7,56.9-75.1,2.0353
Illinois,"Cook County, IL",5401.02,68.5,56.9-75.1,2.1052
Illinois,"Cook County, IL",5501.00,75.5,75.2-77.5,1.3998
Illinois,"Cook County, IL",5502.00,74.2,56.9-75.1,1.5732
Illinois,"Cook County, IL",5601.00,70.3,56.9-75.1,1.9741
Illinois,"Cook County, IL",5602.00,74,56.9-75.1,2.5734
Illinois,"Cook County, IL",5603.00,76,75.2-77.5,2.0013
Illinois,"Cook County, IL",5604.00,75.8,75.2-77.5,1.9763
Illinois,"Cook County, IL",5607.00,78.7,77.6-79.5,1.453
Illinois,"Cook County, IL",5608.00,80,79.6-81.6,1.4908
Illinois,"Cook County, IL",5609.00,80.5,79.6-81.6,1.0658
Illinois,"Cook County, IL",5610.00,79.8,79.6-81.6,1.5569
Illinois,"Cook County, IL",5611.00,78.5,77.6-79.5,1.1783
Illinois,"Cook County, IL",5701.00,78,77.6-79.5,3.1952
Illinois,"Cook County, IL",5702.00,82.8,81.7-97.5,2.4782
Illinois,"Cook County, IL",5703.00,81.4,79.6-81.6,1.7176
Illinois,"Cook County, IL",5704.00,78.4,77.6-79.5,2.934
Illinois,"Cook County, IL",5705.00,79.5,77.6-79.5,2.0305
Illinois,"Cook County, IL",5801.00,75.1,56.9-75.1,2.1987
Illinois,"Cook County, IL",5802.00,,,
Illinois,"Cook County, IL",5803.00,77.9,77.6-79.5,1.9453
Illinois,"Cook County, IL",5804.00,80.6,79.6-81.6,2.1759
Illinois,"Cook County, IL",5805.01,82.4,81.7-97.5,2.9353
Illinois,"Cook County, IL",5805.02,76,75.2-77.5,1.3264
Illinois,"Cook County, IL",5806.00,77,75.2-77.5,1.4916
Illinois,"Cook County, IL",5807.00,78.8,77.6-79.5,1.7767
Illinois,"Cook County, IL",5808.00,77,75.2-77.5,2.05
Illinois,"Cook County, IL",5905.00,79.4,77.6-79.5,1.356
Illinois,"Cook County, IL",5906.00,81.4,79.6-81.6,2.136
Illinois,"Cook County, IL",5907.00,79.8,79.6-81.6,1.9328
Illinois,"Cook County, IL",6004.00,80.7,79.6-81.6,1.7654
Illinois,"Cook County, IL",6006.00,,,
Illinois,"Cook County, IL",6007.00,77.9,77.6-79.5,2.1371
Illinois,"Cook County, IL",6009.00,75.9,75.2-77.5,1.648
Illinois,"Cook County, IL",6103.00,75.6,75.2-77.5,1.7095
Illinois,"Cook County, IL",6104.00,76,75.2-77.5,2.768
Illinois,"Cook County, IL",6108.00,72.1,56.9-75.1,2.3586
Illinois,"Cook County, IL",6110.00,,,
Illinois,"Cook County, IL",6111.00,78.6,77.6-79.5,3.7516
Illinois,"Cook County, IL",6112.00,75,56.9-75.1,2.0244
Illinois,"Cook County, IL",6113.00,74.4,56.9-75.1,2.3623
Illinois,"Cook County, IL",6114.00,75.6,75.2-77.5,1.8964
Illinois,"Cook County, IL",6115.00,77.5,75.2-77.5,1.6982
Illinois,"Cook County, IL",6116.00,75,56.9-75.1,3.3779
Illinois,"Cook County, IL",6117.00,,,
Illinois,"Cook County, IL",6118.00,72.2,56.9-75.1,2.7044
Illinois,"Cook County, IL",6119.00,71.5,56.9-75.1,2.4578
Illinois,"Cook County, IL",6120.00,69,56.9-75.1,2.2004
Illinois,"Cook County, IL",6121.00,66.1,56.9-75.1,3.5058
Illinois,"Cook County, IL",6201.00,83.6,81.7-97.5,2.5768
Illinois,"Cook County, IL",6202.00,82,81.7-97.5,1.8207
Illinois,"Cook County, IL",6203.00,78.6,77.6-79.5,1.1969
Illinois,"Cook County, IL",6204.00,76.9,75.2-77.5,2.1136
Illinois,"Cook County, IL",6301.00,,,
Illinois,"Cook County, IL",6302.00,76,75.2-77.5,1.5176
Illinois,"Cook County, IL",6303.00,80.1,79.6-81.6,2.8886
Illinois,"Cook County, IL",6304.00,81.7,81.7-97.5,2.3911
Illinois,"Cook County, IL",6305.00,76,75.2-77.5,1.7016
Illinois,"Cook County, IL",6308.00,81.6,79.6-81.6,2.9957
Illinois,"Cook County, IL",6309.00,76,75.2-77.5,1.4876
Illinois,"Cook County, IL",6401.00,78.2,77.6-79.5,1.6951
Illinois,"Cook County, IL",6403.00,78.7,77.6-79.5,1.8399
Illinois,"Cook County, IL",6404.00,79.8,79.6-81.6,1.9022
Illinois,"Cook County, IL",6405.00,77.8,77.6-79.5,1.5077
Illinois,"Cook County, IL",6406.00,77,75.2-77.5,1.4308
Illinois,"Cook County, IL",6407.00,77,75.2-77.5,2.1183
Illinois,"Cook County, IL",6408.00,77.8,77.6-79.5,2.6336
Illinois,"Cook County, IL",6501.00,78.6,77.6-79.5,1.5297
Illinois,"Cook County, IL",6502.00,81.3,79.6-81.6,2.0935
Illinois,"Cook County, IL",6503.01,77.5,75.2-77.5,1.6476
Illinois,"Cook County, IL",6503.02,78.5,77.6-79.5,1.5248
Illinois,"Cook County, IL",6504.00,82.4,81.7-97.5,2.0448
Illinois,"Cook County, IL",6505.00,78.7,77.6-79.5,1.1612
Illinois,"Cook County, IL",6603.01,,,
Illinois,"Cook County, IL",6603.02,75,56.9-75.1,2.2009
Illinois,"Cook County, IL",6604.00,82,81.7-97.5,2.71
Illinois,"Cook County, IL",6605.00,82.7,81.7-97.5,2.4464
Illinois,"Cook County, IL",6606.00,,,
Illinois,"Cook County, IL",6607.00,69.6,56.9-75.1,2.2502
Illinois,"Cook County, IL",6608.00,72.9,56.9-75.1,1.3064
Illinois,"Cook County, IL",6609.00,70.7,56.9-75.1,1.4637
Illinois,"Cook County, IL",6610.00,76.5,75.2-77.5,2.8578
Illinois,"Cook County, IL",6611.00,75.4,75.2-77.5,1.019
Illinois,"Cook County, IL",6701.00,69,56.9-75.1,2.3517
Illinois,"Cook County, IL",6702.00,62.2,56.9-75.1,2.4924
Illinois,"Cook County, IL",6703.00,72.4,56.9-75.1,2.0092
Illinois,"Cook County, IL",6704.00,66,56.9-75.1,2.197
Illinois,"Cook County, IL",6705.00,,,
Illinois,"Cook County, IL",6706.00,72,56.9-75.1,1.2484
Illinois,"Cook County, IL",6707.00,72.9,56.9-75.1,3.2509
Illinois,"Cook County, IL",6708.00,72.4,56.9-75.1,2.3469
Illinois,"Cook County, IL",6709.00,77.7,77.6-79.5,3.947
Illinois,"Cook County, IL",6711.00,70,56.9-75.1,2.9384
Illinois,"Cook County, IL",6712.00,64,56.9-75.1,3.2285
Illinois,"Cook County, IL",6713.00,68.3,56.9-75.1,1.8349
Illinois,"Cook County, IL",6714.00,67.6,56.9-75.1,2.4
Illinois,"Cook County, IL",6715.00,69.3,56.9-75.1,1.9022
Illinois,"Cook County, IL",6716.00,73.5,56.9-75.1,3.8152
Illinois,"Cook County, IL",6718.00,65,56.9-75.1,2.5273
Illinois,"Cook County, IL",6719.00,66.9,56.9-75.1,3.7417
Illinois,"Cook County, IL",6720.00,71.8,56.9-75.1,2.1354
Illinois,"Cook County, IL",6805.00,65.9,56.9-75.1,2.6781
Illinois,"Cook County, IL",6806.00,68.9,56.9-75.1,2.4086
Illinois,"Cook County, IL",6809.00,68,56.9-75.1,1.6876
Illinois,"Cook County, IL",6810.00,72,56.9-75.1,1.1019
Illinois,"Cook County, IL",6811.00,70.2,56.9-75.1,2.1224
Illinois,"Cook County, IL",6812.00,64.7,56.9-75.1,2.0377
Illinois,"Cook County, IL",6813.00,68.8,56.9-75.1,1.8332
Illinois,"Cook County, IL",6814.00,72,56.9-75.1,1.3516
Illinois,"Cook County, IL",6903.00,59.9,56.9-75.1,2.1984
Illinois,"Cook County, IL",6904.00,72,56.9-75.1,1.5455
Illinois,"Cook County, IL",6905.00,,,
Illinois,"Cook County, IL",6909.00,72.8,56.9-75.1,1.9433
Illinois,"Cook County, IL",6910.00,73.5,56.9-75.1,1.6336
Illinois,"Cook County, IL",6911.00,71.9,56.9-75.1,1.7352
Illinois,"Cook County, IL",6912.00,76.3,75.2-77.5,3.2518
Illinois,"Cook County, IL",6913.00,72.7,56.9-75.1,1.5784
Illinois,"Cook County, IL",6914.00,66.7,56.9-75.1,2.094
Illinois,"Cook County, IL",6915.00,69.5,56.9-75.1,2.2598
Illinois,"Cook County, IL",7001.00,77.1,75.2-77.5,2.3364
Illinois,"Cook County, IL",7002.00,78.7,77.6-79.5,1.493
Illinois,"Cook County, IL",7003.01,80.7,79.6-81.6,1.3992
Illinois,"Cook County, IL",7003.02,79.2,77.6-79.5,1.5043
Illinois,"Cook County, IL",7004.01,76.7,75.2-77.5,1.3747
Illinois,"Cook County, IL",7004.02,80.2,79.6-81.6,2.2214
Illinois,"Cook County, IL",7005.01,76.2,75.2-77.5,2.1429
Illinois,"Cook County, IL",7005.02,76,75.2-77.5,1.5599
Illinois,"Cook County, IL",7101.00,67.6,56.9-75.1,3.137
Illinois,"Cook County, IL",7102.00,71.7,56.9-75.1,1.3192
Illinois,"Cook County, IL",7103.00,68.8,56.9-75.1,2.5611
Illinois,"Cook County, IL",7104.00,71.5,56.9-75.1,1.3304
Illinois,"Cook County, IL",7105.00,73,56.9-75.1,2.0338
Illinois,"Cook County, IL",7106.00,73.5,56.9-75.1,3.4759
Illinois,"Cook County, IL",7107.00,71.3,56.9-75.1,2.0093
Illinois,"Cook County, IL",7108.00,74,56.9-75.1,1.6458
Illinois,"Cook County, IL",7109.00,74.6,56.9-75.1,2.2163
Illinois,"Cook County, IL",7110.00,73.7,56.9-75.1,1.8041
Illinois,"Cook County, IL",7111.00,73.9,56.9-75.1,2.0059
Illinois,"Cook County, IL",7112.00,72.2,56.9-75.1,1.5498
Illinois,"Cook County, IL",7113.00,73.3,56.9-75.1,2.8418
Illinois,"Cook County, IL",7114.00,66.6,56.9-75.1,3.0633
Illinois,"Cook County, IL",7115.00,73.7,56.9-75.1,1.8013
Illinois,"Cook County, IL",7201.00,78.2,77.6-79.5,1.7897
Illinois,"Cook County, IL",7202.00,79.2,77.6-79.5,2.4094
Illinois,"Cook County, IL",7203.00,81.9,81.7-97.5,1.6339
Illinois,"Cook County, IL",7204.00,78.4,77.6-79.5,1.5968
Illinois,"Cook County, IL",7205.00,80.7,79.6-81.6,2.424
Illinois,"Cook County, IL",7206.00,77.7,77.6-79.5,1.4741
Illinois,"Cook County, IL",7207.00,76.2,75.2-77.5,1.5436
Illinois,"Cook County, IL",7301.00,73.5,56.9-75.1,1.6803
Illinois,"Cook County, IL",7302.01,74.7,56.9-75.1,2.3158
Illinois,"Cook County, IL",7302.02,71.1,56.9-75.1,1.5758
Illinois,"Cook County, IL",7303.00,73.6,56.9-75.1,3.0277
Illinois,"Cook County, IL",7304.00,78.2,77.6-79.5,2.4113
Illinois,"Cook County, IL",7305.00,73.4,56.9-75.1,1.6712
Illinois,"Cook County, IL",7306.00,,,
Illinois,"Cook County, IL",7307.00,76,75.2-77.5,1.8933
Illinois,"Cook County, IL",7401.00,77,75.2-77.5,1.5402
Illinois,"Cook County, IL",7402.00,80.5,79.6-81.6,1.3225
Illinois,"Cook County, IL",7403.00,78,77.6-79.5,1.0953
Illinois,"Cook County, IL",7404.00,76.5,75.2-77.5,1.2505
Illinois,"Cook County, IL",7501.00,74.2,56.9-75.1,2.0616
Illinois,"Cook County, IL",7502.00,78.8,77.6-79.5,2.0725
Illinois,"Cook County, IL",7503.00,79.4,77.6-79.5,2.048
Illinois,"Cook County, IL",7504.00,77.6,77.6-79.5,1.5541
Illinois,"Cook County, IL",7505.00,76.2,75.2-77.5,1.66
Illinois,"Cook County, IL",7506.00,74.7,56.9-75.1,2.0002
Illinois,"Cook County, IL",7608.01,79.2,77.6-79.5,1.2902
Illinois,"Cook County, IL",7608.02,80.1,79.6-81.6,1.482
Illinois,"Cook County, IL",7608.03,84.4,81.7-97.5,2.2136
Illinois,"Cook County, IL",7702.01,81.7,81.7-97.5,1.5468
Illinois,"Cook County, IL",7702.02,79.4,77.6-79.5,1.4479
Illinois,"Cook County, IL",7703.00,79.6,79.6-81.6,1.3179
Illinois,"Cook County, IL",7704.00,79,77.6-79.5,1.0302
Illinois,"Cook County, IL",7705.00,77.3,75.2-77.5,3.3472
Illinois,"Cook County, IL",7706.01,77,75.2-77.5,1.5289
Illinois,"Cook County, IL",7706.02,79.5,77.6-79.5,1.2188
Illinois,"Cook County, IL",7707.00,80.7,79.6-81.6,1.5633
Illinois,"Cook County, IL",7708.00,78.8,77.6-79.5,1.9721
Illinois,"Cook County, IL",7709.01,85.1,81.7-97.5,1.8383
Illinois,"Cook County, IL",7709.02,79,77.6-79.5,1.5278
Illinois,"Cook County, IL",8001.00,88,81.7-97.5,2.3576
Illinois,"Cook County, IL",8002.00,85,81.7-97.5,1.8129
Illinois,"Cook County, IL",8003.00,88.9,81.7-97.5,2.7571
Illinois,"Cook County, IL",8004.00,84.6,81.7-97.5,2.6078
Illinois,"Cook County, IL",8005.00,84.6,81.7-97.5,1.7203
Illinois,"Cook County, IL",8006.00,87.8,81.7-97.5,3.7194
Illinois,"Cook County, IL",8007.00,84.6,81.7-97.5,1.8562
Illinois,"Cook County, IL",8008.00,80.3,79.6-81.6,2.0623
Illinois,"Cook County, IL",8009.00,86.3,81.7-97.5,2.3775
Illinois,"Cook County, IL",8010.00,81.9,81.7-97.5,1.506
Illinois,"Cook County, IL",8011.00,81.9,81.7-97.5,1.0347
Illinois,"Cook County, IL",8012.00,86.3,81.7-97.5,3.0347
Illinois,"Cook County, IL",8013.00,84.1,81.7-97.5,1.6388
Illinois,"Cook County, IL",8014.00,85.2,81.7-97.5,2.2767
Illinois,"Cook County, IL",8015.00,81.7,81.7-97.5,1.2886
Illinois,"Cook County, IL",8016.01,83.3,81.7-97.5,1.2579
Illinois,"Cook County, IL",8016.03,80,79.6-81.6,1.1871
Illinois,"Cook County, IL",8016.05,84.1,81.7-97.5,2.4592
Illinois,"Cook County, IL",8016.06,,,
Illinois,"Cook County, IL",8016.07,87.1,81.7-97.5,2.1622
Illinois,"Cook County, IL",8016.08,86.1,81.7-97.5,1.1805
Illinois,"Cook County, IL",8017.01,85.9,81.7-97.5,3.8217
Illinois,"Cook County, IL",8017.02,84.8,81.7-97.5,1.5423
Illinois,"Cook County, IL",8018.00,82.9,81.7-97.5,1.3083
Illinois,"Cook County, IL",8019.01,79.9,79.6-81.6,1.0668
Illinois,"Cook County, IL",8019.02,85.7,81.7-97.5,2.2084
Illinois,"Cook County, IL",8020.02,83.5,81.7-97.5,1.5941
Illinois,"Cook County, IL",8020.03,82.7,81.7-97.5,1.9113
Illinois,"Cook County, IL",8020.04,83,81.7-97.5,1.9611
Illinois,"Cook County, IL",8021.00,,,
Illinois,"Cook County, IL",8022.00,86.4,81.7-97.5,1.6852
Illinois,"Cook County, IL",8023.00,86.5,81.7-97.5,1.4504
Illinois,"Cook County, IL",8024.02,83.5,81.7-97.5,1.3564
Illinois,"Cook County, IL",8024.03,83.8,81.7-97.5,1.6979
Illinois,"Cook County, IL",8024.04,79,77.6-79.5,1.176
Illinois,"Cook County, IL",8025.03,83.1,81.7-97.5,1.4878
Illinois,"Cook County, IL",8025.04,79.8,79.6-81.6,1.0398
Illinois,"Cook County, IL",8025.05,81.8,81.7-97.5,2.6636
Illinois,"Cook County, IL",8025.06,79.6,79.6-81.6,2.1882
Illinois,"Cook County, IL",8026.05,83.7,81.7-97.5,1.4124
Illinois,"Cook County, IL",8026.07,79,77.6-79.5,2.5535
Illinois,"Cook County, IL",8026.08,81.6,79.6-81.6,1.0481
Illinois,"Cook County, IL",8026.09,,,
Illinois,"Cook County, IL",8026.10,82.3,81.7-97.5,2.288
Illinois,"Cook County, IL",8027.01,85.7,81.7-97.5,2.7292
Illinois,"Cook County, IL",8027.02,81.2,79.6-81.6,1.198
Illinois,"Cook County, IL",8028.01,81.2,79.6-81.6,1.1474
Illinois,"Cook County, IL",8028.02,81.9,81.7-97.5,1.3996
Illinois,"Cook County, IL",8029.00,82.5,81.7-97.5,1.4157
Illinois,"Cook County, IL",8030.05,83.7,81.7-97.5,2.8917
Illinois,"Cook County, IL",8030.07,81.4,79.6-81.6,3.0636
Illinois,"Cook County, IL",8030.08,81.1,79.6-81.6,1.1496
Illinois,"Cook County, IL",8030.10,81.2,79.6-81.6,1.4135
Illinois,"Cook County, IL",8030.12,77.1,75.2-77.5,1.919
Illinois,"Cook County, IL",8030.13,83.7,81.7-97.5,2.0432
Illinois,"Cook County, IL",8030.14,82.1,81.7-97.5,2.6072
Illinois,"Cook County, IL",8030.15,81.4,79.6-81.6,1.1827
Illinois,"Cook County, IL",8030.16,80.9,79.6-81.6,1.4919
Illinois,"Cook County, IL",8030.17,85.6,81.7-97.5,3.1631
Illinois,"Cook County, IL",8031.00,81,79.6-81.6,1.1371
Illinois,"Cook County, IL",8032.00,81.3,79.6-81.6,0.9912
Illinois,"Cook County, IL",8033.00,82.9,81.7-97.5,1.845
Illinois,"Cook County, IL",8034.00,81.3,79.6-81.6,1.1048
Illinois,"Cook County, IL",8035.00,84.7,81.7-97.5,1.4503
Illinois,"Cook County, IL",8036.03,84.3,81.7-97.5,1.9813
Illinois,"Cook County, IL",8036.04,82.9,81.7-97.5,1.95
Illinois,"Cook County, IL",8036.05,82.4,81.7-97.5,1.5037
Illinois,"Cook County, IL",8036.06,81.1,79.6-81.6,3.4931
Illinois,"Cook County, IL",8036.07,81.2,79.6-81.6,1.1609
Illinois,"Cook County, IL",8036.08,81.9,81.7-97.5,1.7669
Illinois,"Cook County, IL",8036.10,80.4,79.6-81.6,1.6356
Illinois,"Cook County, IL",8036.11,79.6,79.6-81.6,2.3129
Illinois,"Cook County, IL",8036.12,,,
Illinois,"Cook County, IL",8037.01,82.7,81.7-97.5,2.7021
Illinois,"Cook County, IL",8037.02,80.7,79.6-81.6,1.4162
Illinois,"Cook County, IL",8038.00,80,79.6-81.6,1.4148
Illinois,"Cook County, IL",8039.01,80.4,79.6-81.6,1.4975
Illinois,"Cook County, IL",8039.02,78.4,77.6-79.5,1.4951
Illinois,"Cook County, IL",8040.00,80.9,79.6-81.6,1.126
Illinois,"Cook County, IL",8041.02,83.8,81.7-97.5,1.6708
Illinois,"Cook County, IL",8041.04,85.2,81.7-97.5,2.6736
Illinois,"Cook County, IL",8041.05,82.5,81.7-97.5,2.2055
Illinois,"Cook County, IL",8041.06,81.3,79.6-81.6,1.8151
Illinois,"Cook County, IL",8041.08,,,
Illinois,"Cook County, IL",8041.09,81,79.6-81.6,1.5775
Illinois,"Cook County, IL",8042.01,82,81.7-97.5,1.3448
Illinois,"Cook County, IL",8042.02,84.3,81.7-97.5,1.8103
Illinois,"Cook County, IL",8043.05,78.9,77.6-79.5,1.6196
Illinois,"Cook County, IL",8043.06,78.3,77.6-79.5,1.3686
Illinois,"Cook County, IL",8043.08,81.1,79.6-81.6,1.3755
Illinois,"Cook County, IL",8043.09,81.2,79.6-81.6,2.905
Illinois,"Cook County, IL",8043.10,,,
Illinois,"Cook County, IL",8043.11,85.4,81.7-97.5,2.8531
Illinois,"Cook County, IL",8044.03,85.3,81.7-97.5,2.4629
Illinois,"Cook County, IL",8044.04,77.1,75.2-77.5,1.5476
Illinois,"Cook County, IL",8044.05,75.5,75.2-77.5,1.5918
Illinois,"Cook County, IL",8044.06,81.6,79.6-81.6,2.964
Illinois,"Cook County, IL",8045.05,76.6,75.2-77.5,1.6466
Illinois,"Cook County, IL",8045.06,81.1,79.6-81.6,0.9243
Illinois,"Cook County, IL",8045.07,79.8,79.6-81.6,1.0367
Illinois,"Cook County, IL",8045.08,,,
Illinois,"Cook County, IL",8045.09,78.5,77.6-79.5,1.5348
Illinois,"Cook County, IL",8045.10,81.1,79.6-81.6,2.5762
Illinois,"Cook County, IL",8045.11,79.9,79.6-81.6,3.0666
Illinois,"Cook County, IL",8046.03,84.8,81.7-97.5,3.2606
Illinois,"Cook County, IL",8046.06,82.6,81.7-97.5,1.8642
Illinois,"Cook County, IL",8046.07,81.3,79.6-81.6,1.4674
Illinois,"Cook County, IL",8046.08,77.4,75.2-77.5,1.4564
Illinois,"Cook County, IL",8046.09,80.6,79.6-81.6,1.7395
Illinois,"Cook County, IL",8046.10,81.6,79.6-81.6,2.0715
Illinois,"Cook County, IL",8046.11,79.6,79.6-81.6,1.0499
Illinois,"Cook County, IL",8047.01,74.5,56.9-75.1,1.1425
Illinois,"Cook County, IL",8047.05,78.9,77.6-79.5,2.2138
Illinois,"Cook County, IL",8047.06,83.5,81.7-97.5,2.9264
Illinois,"Cook County, IL",8047.09,78,77.6-79.5,1.0741
Illinois,"Cook County, IL",8047.10,82.5,81.7-97.5,1.853
Illinois,"Cook County, IL",8047.11,78.2,77.6-79.5,1.08
Illinois,"Cook County, IL",8047.12,84.2,81.7-97.5,2.332
