State,County,Census Tract Number,Life Expectancy,Life Expectancy Range,Life Expectancy Standard Error
California,(blank),,81.3,79.6-81.6,0.0125
California,"Alameda County, CA",4001.00,87.2,81.7-97.5,2.5534
California,"Alameda County, CA",4002.00,81.5,79.6-81.6,1.0952
California,"Alameda County, CA",4003.00,87.2,81.7-97.5,3.5274
California,"Alameda County, CA",4004.00,82.9,81.7-97.5,1.8118
California,"Alameda County, CA",4005.00,78.8,77.6-79.5,2.1647
California,"Alameda County, CA",4006.00,78.6,77.6-79.5,2.4001
California,"Alameda County, CA",4007.00,80.1,79.6-81.6,2.0179
California,"Alameda County, CA",4008.00,76.9,75.2-77.5,1.5889
California,"Alameda County, CA",4009.00,74.5,56.9-75.1,2.21
California,"Alameda County, CA",4010.00,77.5,75.2-77.5,1.8596
California,"Alameda County, CA",4011.00,80.3,79.6-81.6,3.0636
California,"Alameda County, CA",4012.00,80,79.6-81.6,2.6913
California,"Alameda County, CA",4013.00,75.8,75.2-77.5,1.7997
California,"Alameda County, CA",4014.00,73.5,56.9-75.1,2.1014
California,"Alameda County, CA",4015.00,77.3,75.2-77.5,2.8661
California,"Alameda County, CA",4016.00,77.6,77.6-79.5,3.5769
California,"Alameda County, CA",4017.00,,,
California,"Alameda County, CA",4018.00,77.6,77.6-79.5,2.034
California,"Alameda County, CA",4022.00,76.6,75.2-77.5,2.6682
California,"Alameda County, CA",4024.00,78.1,77.6-79.5,3.2351
California,"Alameda County, CA",4025.00,,,
California,"Alameda County, CA",4026.00,75.4,75.2-77.5,1.0475
California,"Alameda County, CA",4027.00,77.5,75.2-77.5,2.0026
California,"Alameda County, CA",4028.00,76,75.2-77.5,2.7737
California,"Alameda County, CA",4029.00,79.6,79.6-81.6,3.0459
California,"Alameda County, CA",4030.00,81.1,79.6-81.6,1.8675
California,"Alameda County, CA",4031.00,80,79.6-81.6,1.5548
California,"Alameda County, CA",4033.00,84.5,81.7-97.5,3.5298
California,"Alameda County, CA",4034.00,81.9,81.7-97.5,1.6965
California,"Alameda County, CA",4035.01,80,79.6-81.6,2.7671
California,"Alameda County, CA",4035.02,79.4,77.6-79.5,3.2905
California,"Alameda County, CA",4036.00,80.7,79.6-81.6,2.5415
California,"Alameda County, CA",4037.01,84.4,81.7-97.5,2.0964
California,"Alameda County, CA",4037.02,,,
California,"Alameda County, CA",4038.00,83.8,81.7-97.5,2.5121
California,"Alameda County, CA",4039.00,86.9,81.7-97.5,3.2987
California,"Alameda County, CA",4040.00,82.5,81.7-97.5,3.0159
California,"Alameda County, CA",4041.01,82.7,81.7-97.5,1.7317
California,"Alameda County, CA",4041.02,79.7,79.6-81.6,2.2063
California,"Alameda County, CA",4042.00,84.2,81.7-97.5,1.8697
California,"Alameda County, CA",4043.00,83.3,81.7-97.5,1.6555
California,"Alameda County, CA",4044.00,83.5,81.7-97.5,1.7128
California,"Alameda County, CA",4045.01,86.1,81.7-97.5,2.1925
California,"Alameda County, CA",4045.02,82.4,81.7-97.5,1.3703
California,"Alameda County, CA",4046.00,84,81.7-97.5,1.6452
California,"Alameda County, CA",4047.00,82.5,81.7-97.5,1.6124
California,"Alameda County, CA",4048.00,85.2,81.7-97.5,2.6753
California,"Alameda County, CA",4049.00,85.8,81.7-97.5,2.9865
California,"Alameda County, CA",4050.00,81.3,79.6-81.6,1.1745
California,"Alameda County, CA",4051.00,82.4,81.7-97.5,1.4664
California,"Alameda County, CA",4052.00,84.9,81.7-97.5,2.9202
California,"Alameda County, CA",4053.01,80,79.6-81.6,1.7438
California,"Alameda County, CA",4053.02,79.5,77.6-79.5,1.953
California,"Alameda County, CA",4054.01,80.8,79.6-81.6,2.5199
California,"Alameda County, CA",4054.02,76,75.2-77.5,2.4383
California,"Alameda County, CA",4055.00,78.7,77.6-79.5,2.5516
California,"Alameda County, CA",4056.00,78.2,77.6-79.5,1.708
California,"Alameda County, CA",4057.00,76.4,75.2-77.5,1.2541
California,"Alameda County, CA",4058.00,76.6,75.2-77.5,1.7146
California,"Alameda County, CA",4059.01,77.9,77.6-79.5,2.1514
California,"Alameda County, CA",4059.02,77.7,77.6-79.5,2.2091
California,"Alameda County, CA",4060.00,77.9,77.6-79.5,1.5139
California,"Alameda County, CA",4061.00,76.2,75.2-77.5,1.4586
California,"Alameda County, CA",4062.01,75.3,75.2-77.5,1.8887
California,"Alameda County, CA",4062.02,77.4,75.2-77.5,2.0795
California,"Alameda County, CA",4063.00,82.3,81.7-97.5,2.647
California,"Alameda County, CA",4064.00,72.5,56.9-75.1,1.8017
California,"Alameda County, CA",4065.00,81.1,79.6-81.6,2.2302
California,"Alameda County, CA",4066.01,77.9,77.6-79.5,1.1891
California,"Alameda County, CA",4066.02,80.4,79.6-81.6,3.0769
California,"Alameda County, CA",4067.00,83.3,81.7-97.5,2.0496
California,"Alameda County, CA",4068.00,79.7,79.6-81.6,1.549
California,"Alameda County, CA",4069.00,78.2,77.6-79.5,1.3937
California,"Alameda County, CA",4070.00,77.1,75.2-77.5,1.9529
California,"Alameda County, CA",4071.01,80.2,79.6-81.6,2.9558
California,"Alameda County, CA",4071.02,81.6,79.6-81.6,2.5344
California,"Alameda County, CA",4072.00,78.5,77.6-79.5,1.1938
California,"Alameda County, CA",4073.00,73.9,56.9-75.1,2.1253
California,"Alameda County, CA",4074.00,78.3,77.6-79.5,3.0512
California,"Alameda County, CA",4075.00,71.7,56.9-75.1,2.312
California,"Alameda County, CA",4076.00,74.2,56.9-75.1,1.1746
California,"Alameda County, CA",4077.00,78.1,77.6-79.5,1.6435
California,"Alameda County, CA",4078.00,82.3,81.7-97.5,2.5112
California,"Alameda County, CA",4079.00,83.3,81.7-97.5,2.4552
California,"Alameda County, CA",4080.00,79.5,77.6-79.5,0.9933
California,"Alameda County, CA",4081.00,82.4,81.7-97.5,1.0992
California,"Alameda County, CA",4082.00,76.8,75.2-77.5,2.6882
California,"Alameda County, CA",4083.00,77.9,77.6-79.5,1.5346
California,"Alameda County, CA",4084.00,75.3,75.2-77.5,1.3617
California,"Alameda County, CA",4085.00,72.8,56.9-75.1,1.2943
California,"Alameda County, CA",4086.00,76.7,75.2-77.5,1.8792
California,"Alameda County, CA",4087.00,76.4,75.2-77.5,1.8021
California,"Alameda County, CA",4088.00,74,56.9-75.1,1.6519
California,"Alameda County, CA",4089.00,74.2,56.9-75.1,2.5196
California,"Alameda County, CA",4090.00,74.6,56.9-75.1,1.7192
California,"Alameda County, CA",4091.00,75.7,75.2-77.5,2.1078
California,"Alameda County, CA",4092.00,73.8,56.9-75.1,2.1146
California,"Alameda County, CA",4093.00,76.2,75.2-77.5,1.7703
California,"Alameda County, CA",4094.00,76.2,75.2-77.5,2.135
California,"Alameda County, CA",4095.00,75.2,75.2-77.5,2.6078
California,"Alameda County, CA",4096.00,75.3,75.2-77.5,2.3014
California,"Alameda County, CA",4097.00,72.9,56.9-75.1,1.9037
California,"Alameda County, CA",4098.00,81,79.6-81.6,2.7329
California,"Alameda County, CA",4099.00,83.2,81.7-97.5,1.9983
California,"Alameda County, CA",4100.00,81.7,81.7-97.5,1.7818
California,"Alameda County, CA",4101.00,76.4,75.2-77.5,1.2022
California,"Alameda County, CA",4102.00,73.6,56.9-75.1,1.8917
California,"Alameda County, CA",4103.00,75.5,75.2-77.5,2.0881
California,"Alameda County, CA",4104.00,78.7,77.6-79.5,1.557
California,"Alameda County, CA",4105.00,72.3,56.9-75.1,2.2377
California,"Alameda County, CA",4201.00,82,81.7-97.5,1.4235
California,"Alameda County, CA",4202.00,83.6,81.7-97.5,2.0513
California,"Alameda County, CA",4203.00,81.9,81.7-97.5,1.6793
California,"Alameda County, CA",4204.00,,,
California,"Alameda County, CA",4205.00,81.3,79.6-81.6,1.7237
California,"Alameda County, CA",4206.00,83.5,81.7-97.5,2.4417
California,"Alameda County, CA",4211.00,92.6,81.7-97.5,3.6665
California,"Alameda County, CA",4212.00,86.2,81.7-97.5,1.6513
California,"Alameda County, CA",4213.00,86,81.7-97.5,2.3204
California,"Alameda County, CA",4214.00,81.2,79.6-81.6,0.7224
California,"Alameda County, CA",4215.00,87.2,81.7-97.5,1.9853
California,"Alameda County, CA",4216.00,88.3,81.7-97.5,1.8635
California,"Alameda County, CA",4217.00,85.8,81.7-97.5,2.8271
California,"Alameda County, CA",4218.00,85.7,81.7-97.5,2.3525
California,"Alameda County, CA",4219.00,84.6,81.7-97.5,2.0284
California,"Alameda County, CA",4220.00,79.9,79.6-81.6,2.0167
California,"Alameda County, CA",4221.00,77.6,77.6-79.5,1.7026
California,"Alameda County, CA",4222.00,84.7,81.7-97.5,3.0875
California,"Alameda County, CA",4223.00,85.7,81.7-97.5,3.0389
California,"Alameda County, CA",4224.00,80.4,79.6-81.6,1.848
California,"Alameda County, CA",4225.00,81.5,79.6-81.6,1.9019
California,"Alameda County, CA",4226.00,,,
California,"Alameda County, CA",4227.00,,,
California,"Alameda County, CA",4228.00,,,
California,"Alameda County, CA",4229.00,77,75.2-77.5,2.1787
California,"Alameda County, CA",4230.00,83.8,81.7-97.5,1.7065
California,"Alameda County, CA",4231.00,81.3,79.6-81.6,1.7855
California,"Alameda County, CA",4232.00,78.5,77.6-79.5,2.0927
California,"Alameda County, CA",4233.00,80.6,79.6-81.6,1.7217
California,"Alameda County, CA",4234.00,80.3,79.6-81.6,2.3725
California,"Alameda County, CA",4235.00,81,79.6-81.6,3.1046
California,"Alameda County, CA",4236.01,,,
California,"Alameda County, CA",4236.02,,,
California,"Alameda County, CA",4237.00,88.6,81.7-97.5,2.388
California,"Alameda County, CA",4238.00,87.7,81.7-97.5,2.2288
California,"Alameda County, CA",4239.01,80.9,79.6-81.6,1.3931
California,"Alameda County, CA",4239.02,81.5,79.6-81.6,1.6224
California,"Alameda County, CA",4240.01,76.5,75.2-77.5,1.9624
California,"Alameda County, CA",4240.02,79.1,77.6-79.5,3.2375
California,"Alameda County, CA",4251.01,81,79.6-81.6,1.9502
California,"Alameda County, CA",4251.02,80.9,79.6-81.6,1.5136
California,"Alameda County, CA",4251.03,80.9,79.6-81.6,2.5065
California,"Alameda County, CA",4251.04,80,79.6-81.6,1.3671
California,"Alameda County, CA",4261.00,,,
California,"Alameda County, CA",4262.00,82.2,81.7-97.5,3.1556
California,"Alameda County, CA",4271.00,80.9,79.6-81.6,1.4954
California,"Alameda County, CA",4272.00,79.9,79.6-81.6,1.9184
California,"Alameda County, CA",4273.00,78,77.6-79.5,1.2697
California,"Alameda County, CA",4276.00,76,75.2-77.5,1.174
California,"Alameda County, CA",4277.00,78.9,77.6-79.5,1.4861
California,"Alameda County, CA",4278.00,80.9,79.6-81.6,1.4003
California,"Alameda County, CA",4279.00,82,81.7-97.5,2.2801
California,"Alameda County, CA",4280.00,80.4,79.6-81.6,1.9028
California,"Alameda County, CA",4281.00,80.3,79.6-81.6,1.3366
California,"Alameda County, CA",4282.00,82.7,81.7-97.5,1.4977
California,"Alameda County, CA",4283.01,81.5,79.6-81.6,1.0808
California,"Alameda County, CA",4283.02,86,81.7-97.5,1.9424
California,"Alameda County, CA",4284.00,79.9,79.6-81.6,1.3604
California,"Alameda County, CA",4285.00,81.8,81.7-97.5,1.4278
California,"Alameda County, CA",4286.00,80.2,79.6-81.6,1.3108
California,"Alameda County, CA",4287.00,80.3,79.6-81.6,1.6721
California,"Alameda County, CA",4301.01,82.2,81.7-97.5,1.6772
California,"Alameda County, CA",4301.02,85.9,81.7-97.5,2.846
California,"Alameda County, CA",4302.00,82.7,81.7-97.5,1.3656
California,"Alameda County, CA",4303.00,82.1,81.7-97.5,1.3844
California,"Alameda County, CA",4304.00,81.7,81.7-97.5,1.465
California,"Alameda County, CA",4305.00,80.6,79.6-81.6,1.5934
California,"Alameda County, CA",4306.00,82.1,81.7-97.5,1.6235
California,"Alameda County, CA",4307.00,80.2,79.6-81.6,1.1686
California,"Alameda County, CA",4308.00,82.8,81.7-97.5,2.0315
California,"Alameda County, CA",4309.00,76.9,75.2-77.5,1.271
California,"Alameda County, CA",4310.00,79.7,79.6-81.6,1.7171
California,"Alameda County, CA",4311.00,76.8,75.2-77.5,2.0888
California,"Alameda County, CA",4312.00,79.4,77.6-79.5,1.4625
California,"Alameda County, CA",4321.00,78.4,77.6-79.5,1.6278
California,"Alameda County, CA",4322.00,82.1,81.7-97.5,1.6825
California,"Alameda County, CA",4323.00,80.9,79.6-81.6,1.5476
California,"Alameda County, CA",4324.00,80.6,79.6-81.6,1.6033
California,"Alameda County, CA",4325.01,81.4,79.6-81.6,1.7738
California,"Alameda County, CA",4325.02,83.2,81.7-97.5,2.2637
California,"Alameda County, CA",4326.00,78.1,77.6-79.5,1.1138
California,"Alameda County, CA",4327.00,83.4,81.7-97.5,1.5944
California,"Alameda County, CA",4328.00,81.5,79.6-81.6,1.3914
California,"Alameda County, CA",4330.00,80.4,79.6-81.6,1.0822
California,"Alameda County, CA",4331.02,78.5,77.6-79.5,1.4111
California,"Alameda County, CA",4331.03,76.8,75.2-77.5,1.892
California,"Alameda County, CA",4331.04,80.5,79.6-81.6,1.6196
California,"Alameda County, CA",4332.00,81.1,79.6-81.6,1.942
California,"Alameda County, CA",4333.00,79.9,79.6-81.6,1.7984
California,"Alameda County, CA",4334.00,85.5,81.7-97.5,2.4014
California,"Alameda County, CA",4335.00,81.3,79.6-81.6,1.8597
California,"Alameda County, CA",4336.00,81.6,79.6-81.6,2.1076
California,"Alameda County, CA",4337.00,79.1,77.6-79.5,2.4416
California,"Alameda County, CA",4338.00,82.6,81.7-97.5,2.1479
California,"Alameda County, CA",4339.00,78.7,77.6-79.5,2.1167
California,"Alameda County, CA",4340.00,80.6,79.6-81.6,2.6138
California,"Alameda County, CA",4351.02,80.8,79.6-81.6,1.2655
California,"Alameda County, CA",4351.03,84.5,81.7-97.5,2.7738
California,"Alameda County, CA",4351.04,,,
California,"Alameda County, CA",4352.00,78,77.6-79.5,1.7696
California,"Alameda County, CA",4353.00,75.5,75.2-77.5,1.5852
California,"Alameda County, CA",4354.00,77.5,75.2-77.5,1.3405
California,"Alameda County, CA",4355.00,76.6,75.2-77.5,1.6673
California,"Alameda County, CA",4356.01,73,56.9-75.1,1.5878
California,"Alameda County, CA",4356.02,79.5,77.6-79.5,2.0295
California,"Alameda County, CA",4357.00,83.3,81.7-97.5,2.2154
California,"Alameda County, CA",4358.00,83.5,81.7-97.5,2.2141
California,"Alameda County, CA",4359.00,80.9,79.6-81.6,1.0163
California,"Alameda County, CA",4360.00,80.3,79.6-81.6,1.3214
California,"Alameda County, CA",4361.00,81.4,79.6-81.6,1.4719
California,"Alameda County, CA",4362.00,75.6,75.2-77.5,1.7135
California,"Alameda County, CA",4363.00,80.7,79.6-81.6,3.0804
California,"Alameda County, CA",4364.01,79.9,79.6-81.6,1.5511
California,"Alameda County, CA",4364.02,83.3,81.7-97.5,1.3939
California,"Alameda County, CA",4365.00,77.5,75.2-77.5,1.6178
California,"Alameda County, CA",4366.01,79.2,77.6-79.5,1.5713
California,"Alameda County, CA",4366.02,78.5,77.6-79.5,1.7942
California,"Alameda County, CA",4367.00,81.1,79.6-81.6,1.5051
California,"Alameda County, CA",4368.00,77.4,75.2-77.5,1.4119
California,"Alameda County, CA",4369.00,79.7,79.6-81.6,2.1854
California,"Alameda County, CA",4370.00,79.9,79.6-81.6,1.8675
California,"Alameda County, CA",4371.01,81.4,79.6-81.6,1.7513
California,"Alameda County, CA",4371.02,83.9,81.7-97.5,2.9055
California,"Alameda County, CA",4372.00,80.7,79.6-81.6,1.5495
California,"Alameda County, CA",4373.00,80.3,79.6-81.6,1.539
California,"Alameda County, CA",4374.00,84.3,81.7-97.5,2.0601
California,"Alameda County, CA",4375.00,77.1,75.2-77.5,1.5371
California,"Alameda County, CA",4376.00,78,77.6-79.5,1.5931
California,"Alameda County, CA",4377.01,75.3,75.2-77.5,1.8744
California,"Alameda County, CA",4377.02,,,
California,"Alameda County, CA",4378.00,83.6,81.7-97.5,2.4247
California,"Alameda County, CA",4379.00,80.6,79.6-81.6,2.3958
California,"Alameda County, CA",4380.00,82.2,81.7-97.5,2.235
California,"Alameda County, CA",4381.00,80.6,79.6-81.6,1.3693
California,"Alameda County, CA",4382.01,80.8,79.6-81.6,2.4915
California,"Alameda County, CA",4382.03,78.1,77.6-79.5,2.3764
California,"Alameda County, CA",4382.04,77.9,77.6-79.5,1.3156
California,"Alameda County, CA",4383.00,79.2,77.6-79.5,1.1144
California,"Alameda County, CA",4384.00,78.5,77.6-79.5,1.5927
California,"Alameda County, CA",4401.00,80.3,79.6-81.6,1.3019
California,"Alameda County, CA",4402.00,82,81.7-97.5,1.9041
California,"Alameda County, CA",4403.01,82.4,81.7-97.5,2.4056
California,"Alameda County, CA",4403.04,79.9,79.6-81.6,1.2673
California,"Alameda County, CA",4403.05,81.1,79.6-81.6,1.5871
California,"Alameda County, CA",4403.06,86.3,81.7-97.5,3.1272
California,"Alameda County, CA",4403.07,82.3,81.7-97.5,1.5043
California,"Alameda County, CA",4403.08,81,79.6-81.6,1.137
California,"Alameda County, CA",4403.31,86.8,81.7-97.5,3.4565
California,"Alameda County, CA",4403.32,80.8,79.6-81.6,1.2004
California,"Alameda County, CA",4403.33,81.2,79.6-81.6,1.2314
California,"Alameda County, CA",4403.34,82.7,81.7-97.5,3.3925
California,"Alameda County, CA",4403.35,81.3,79.6-81.6,2.9188
California,"Alameda County, CA",4403.36,82.7,81.7-97.5,2.2718
California,"Alameda County, CA",4411.00,79.9,79.6-81.6,1.334
California,"Alameda County, CA",4412.00,82.8,81.7-97.5,1.6767
California,"Alameda County, CA",4413.01,81.2,79.6-81.6,1.4314
California,"Alameda County, CA",4413.02,86.7,81.7-97.5,2.0477
California,"Alameda County, CA",4414.01,81.1,79.6-81.6,1.5649
California,"Alameda County, CA",4414.02,84.7,81.7-97.5,2.2979
California,"Alameda County, CA",4415.01,88.5,81.7-97.5,3.6818
California,"Alameda County, CA",4415.03,81.5,79.6-81.6,2.0409
California,"Alameda County, CA",4415.21,83.1,81.7-97.5,1.8262
California,"Alameda County, CA",4415.22,85.3,81.7-97.5,2.8054
California,"Alameda County, CA",4415.23,81.2,79.6-81.6,2.5273
California,"Alameda County, CA",4415.24,81.2,79.6-81.6,1.972
California,"Alameda County, CA",4416.01,82.9,81.7-97.5,1.9422
California,"Alameda County, CA",4416.02,83.9,81.7-97.5,1.787
California,"Alameda County, CA",4417.00,85,81.7-97.5,3.7861
California,"Alameda County, CA",4418.00,84.2,81.7-97.5,2.1031
California,"Alameda County, CA",4419.21,80.4,79.6-81.6,1.9887
California,"Alameda County, CA",4419.23,81.6,79.6-81.6,2.0062
California,"Alameda County, CA",4419.24,83.5,81.7-97.5,1.9463
California,"Alameda County, CA",4419.25,81.3,79.6-81.6,2.1907
California,"Alameda County, CA",4419.26,80.5,79.6-81.6,2.3163
California,"Alameda County, CA",4419.27,79.8,79.6-81.6,1.602
California,"Alameda County, CA",4420.00,89.1,81.7-97.5,3.3907
California,"Alameda County, CA",4421.00,88.6,81.7-97.5,2.4446
California,"Alameda County, CA",4422.00,,,
California,"Alameda County, CA",4423.01,80.1,79.6-81.6,2.0181
California,"Alameda County, CA",4423.02,81.2,79.6-81.6,2.1545
California,"Alameda County, CA",4424.00,83.7,81.7-97.5,2.2985
California,"Alameda County, CA",4425.00,84.6,81.7-97.5,2.0696
California,"Alameda County, CA",4426.01,84.7,81.7-97.5,2.9606
California,"Alameda County, CA",4426.02,83,81.7-97.5,2.0558
California,"Alameda County, CA",4427.00,84.4,81.7-97.5,2.151
California,"Alameda County, CA",4428.00,86.4,81.7-97.5,2.8513
California,"Alameda County, CA",4429.00,84.6,81.7-97.5,2.2867
California,"Alameda County, CA",4430.01,78.6,77.6-79.5,1.6424
California,"Alameda County, CA",4430.02,79.4,77.6-79.5,1.3312
California,"Alameda County, CA",4431.02,81.8,81.7-97.5,1.1928
California,"Alameda County, CA",4431.03,90,81.7-97.5,3.8711
California,"Alameda County, CA",4431.04,,,
California,"Alameda County, CA",4431.05,81.8,81.7-97.5,1.358
California,"Alameda County, CA",4432.00,,,
California,"Alameda County, CA",4433.01,81.3,79.6-81.6,1.7614
California,"Alameda County, CA",4433.21,84,81.7-97.5,3.9018
California,"Alameda County, CA",4433.22,81.8,81.7-97.5,1.684
California,"Alameda County, CA",4441.00,85.9,81.7-97.5,2.1939
California,"Alameda County, CA",4442.00,82.9,81.7-97.5,2.0358
California,"Alameda County, CA",4443.01,83,81.7-97.5,2.9319
California,"Alameda County, CA",4443.02,81.3,79.6-81.6,3.2826
California,"Alameda County, CA",4444.00,83.6,81.7-97.5,2.5422
California,"Alameda County, CA",4445.00,84,81.7-97.5,2.5409
California,"Alameda County, CA",4446.01,80.7,79.6-81.6,1.3301
California,"Alameda County, CA",4446.02,81.3,79.6-81.6,1.4423
California,"Alameda County, CA",4501.01,,,
California,"Alameda County, CA",4501.02,80.4,79.6-81.6,2.1577
California,"Alameda County, CA",4502.00,82.2,81.7-97.5,2.651
California,"Alameda County, CA",4503.00,83.6,81.7-97.5,3.3575
California,"Alameda County, CA",4504.00,81.1,79.6-81.6,1.6048
California,"Alameda County, CA",4505.01,83.5,81.7-97.5,2.4227
California,"Alameda County, CA",4505.02,82.4,81.7-97.5,2.2861
California,"Alameda County, CA",4506.01,,,
California,"Alameda County, CA",4506.02,83.9,81.7-97.5,1.5031
California,"Alameda County, CA",4506.03,80.8,79.6-81.6,1.4762
California,"Alameda County, CA",4506.04,86.5,81.7-97.5,2.6268
California,"Alameda County, CA",4506.05,83.1,81.7-97.5,1.9263
California,"Alameda County, CA",4506.06,83,81.7-97.5,1.2769
California,"Alameda County, CA",4506.07,82.8,81.7-97.5,1.8551
California,"Alameda County, CA",4507.01,87.4,81.7-97.5,3.1672
California,"Alameda County, CA",4507.41,83.8,81.7-97.5,1.5325
California,"Alameda County, CA",4507.42,85.4,81.7-97.5,1.9863
California,"Alameda County, CA",4507.43,81.3,79.6-81.6,1.5372
California,"Alameda County, CA",4507.44,83.9,81.7-97.5,2.9237
California,"Alameda County, CA",4507.45,,,
California,"Alameda County, CA",4507.46,81.8,81.7-97.5,1.4613
California,"Alameda County, CA",4507.50,81.7,81.7-97.5,2.6256
California,"Alameda County, CA",4507.51,81.3,79.6-81.6,1.7593
California,"Alameda County, CA",4507.52,,,
California,"Alameda County, CA",4511.01,80.7,79.6-81.6,1.4664
California,"Alameda County, CA",4511.02,82.8,81.7-97.5,1.765
California,"Alameda County, CA",4512.01,78.9,77.6-79.5,1.5309
California,"Alameda County, CA",4512.02,79.8,79.6-81.6,2.1724
California,"Alameda County, CA",4513.00,81.9,81.7-97.5,2.5822
California,"Alameda County, CA",4514.01,82.3,81.7-97.5,1.4736
California,"Alameda County, CA",4514.03,78.6,77.6-79.5,1.5545
California,"Alameda County, CA",4514.04,79.9,79.6-81.6,2.5551
California,"Alameda County, CA",4515.01,81.9,81.7-97.5,1.7341
California,"Alameda County, CA",4515.03,80.5,79.6-81.6,1.6313
California,"Alameda County, CA",4515.04,81.4,79.6-81.6,1.6416
California,"Alameda County, CA",4515.05,82.3,81.7-97.5,2.0959
California,"Alameda County, CA",4515.06,78.3,77.6-79.5,3.2654
California,"Alameda County, CA",4516.01,82.5,81.7-97.5,1.3516
California,"Alameda County, CA",4516.02,80.9,79.6-81.6,1.1529
California,"Alameda County, CA",4517.01,79.9,79.6-81.6,2.1163
California,"Alameda County, CA",4517.03,83.4,81.7-97.5,2.1707
California,"Alameda County, CA",4517.04,81.3,79.6-81.6,1.6034
California,"Alameda County, CA",9819.00,,,
California,"Alameda County, CA",9820.00,,,
California,"Alameda County, CA",9832.00,,,
California,Alameda County,9900.00,,,
California,"Alpine County, CA",0100.00,80.4,79.6-81.6,2.5262
California,"Amador County, CA",0001.01,76.8,75.2-77.5,2.6804
California,"Amador County, CA",0001.02,79.8,79.6-81.6,1.5126
California,"Amador County, CA",0002.00,79.6,79.6-81.6,1.8333
California,"Amador County, CA",0003.01,82.3,81.7-97.5,1.3326
California,"Amador County, CA",0003.03,84.4,81.7-97.5,2.058
California,"Amador County, CA",0003.04,77.3,75.2-77.5,1.9997
California,"Amador County, CA",0004.01,76.8,75.2-77.5,1.2661
California,"Amador County, CA",0004.02,77.8,77.6-79.5,1.1316
California,"Amador County, CA",0005.00,78,77.6-79.5,1.7494
California,"Butte County, CA",0001.02,79.9,79.6-81.6,1.5924
California,"Butte County, CA",0001.03,84.5,81.7-97.5,3.4605
California,"Butte County, CA",0001.04,79.6,79.6-81.6,1.3265
California,"Butte County, CA",0002.01,78.1,77.6-79.5,1.2708
California,"Butte County, CA",0002.02,74.7,56.9-75.1,1.2554
California,"Butte County, CA",0003.00,73.7,56.9-75.1,1.2037
California,"Butte County, CA",0004.01,79.9,79.6-81.6,2.834
California,"Butte County, CA",0004.02,80,79.6-81.6,1.1603
California,"Butte County, CA",0005.01,80.8,79.6-81.6,2.2291
California,"Butte County, CA",0005.02,74.5,56.9-75.1,2.3547
California,"Butte County, CA",0006.01,79,77.6-79.5,1.2935
California,"Butte County, CA",0006.03,79.1,77.6-79.5,1.6558
California,"Butte County, CA",0006.04,76.7,75.2-77.5,2.2638
California,"Butte County, CA",0007.00,78.7,77.6-79.5,1.4495
California,"Butte County, CA",0008.00,81.3,79.6-81.6,1.4683
California,"Butte County, CA",0009.01,84.6,81.7-97.5,3.3221
California,"Butte County, CA",0009.03,75.9,75.2-77.5,1.1481
California,"Butte County, CA",0009.04,80.5,79.6-81.6,1.2569
California,"Butte County, CA",0010.00,,,
California,"Butte County, CA",0011.00,78.5,77.6-79.5,1.9734
California,"Butte County, CA",0012.00,75.1,56.9-75.1,1.5172
California,"Butte County, CA",0013.00,77.5,75.2-77.5,2.502
California,"Butte County, CA",0014.00,78.9,77.6-79.5,1.2988
California,"Butte County, CA",0015.00,82.4,81.7-97.5,2.0159
California,"Butte County, CA",0016.00,86,81.7-97.5,3.9186
California,"Butte County, CA",0017.02,77.7,77.6-79.5,1.668
California,"Butte County, CA",0017.03,77,75.2-77.5,1.6332
California,"Butte County, CA",0017.04,73.7,56.9-75.1,3.2345
California,"Butte County, CA",0018.00,75.6,75.2-77.5,1.3749
California,"Butte County, CA",0019.00,,,
California,"Butte County, CA",0020.00,78.5,77.6-79.5,1.3627
California,"Butte County, CA",0021.00,76.4,75.2-77.5,1.3943
California,"Butte County, CA",0022.00,79.8,79.6-81.6,0.9047
California,"Butte County, CA",0023.00,76.5,75.2-77.5,1.1585
California,"Butte County, CA",0024.00,76.7,75.2-77.5,2.0742
California,"Butte County, CA",0025.00,76,75.2-77.5,1.4751
California,"Butte County, CA",0026.01,79.4,77.6-79.5,2.0284
California,"Butte County, CA",0026.02,78.8,77.6-79.5,1.8379
California,"Butte County, CA",0027.00,75.2,75.2-77.5,1.1376
California,"Butte County, CA",0028.00,70.3,56.9-75.1,1.4073
California,"Butte County, CA",0029.00,71.7,56.9-75.1,2.1475
California,"Butte County, CA",0030.01,73,56.9-75.1,2.5326
California,"Butte County, CA",0030.02,72.9,56.9-75.1,3.2583
California,"Butte County, CA",0031.00,76.4,75.2-77.5,1.0721
California,"Butte County, CA",0032.00,75.8,75.2-77.5,1.8516
California,"Butte County, CA",0033.00,79.8,79.6-81.6,1.9066
California,"Butte County, CA",0034.00,76.5,75.2-77.5,1.809
California,"Butte County, CA",0035.01,76.9,75.2-77.5,1.1899
California,"Butte County, CA",0035.02,77.2,75.2-77.5,1.5217
California,"Butte County, CA",0036.00,81.2,79.6-81.6,2.3614
California,"Butte County, CA",0037.00,74.5,56.9-75.1,1.6111
California,"Calaveras County, CA",0001.20,79.5,77.6-79.5,1.3742
California,"Calaveras County, CA",0001.21,78.8,77.6-79.5,1.3741
California,"Calaveras County, CA",0001.22,86.6,81.7-97.5,2.3044
