State,County,Census Tract Number,Life Expectancy,Life Expectancy Range,Life Expectancy Standard Error
California,"Marin County, CA",1261.00,84.3,81.7-97.5,2.0459
California,"Marin County, CA",1262.00,84,81.7-97.5,1.2401
California,"Marin County, CA",1270.00,81.8,81.7-97.5,1.1566
California,"Marin County, CA",1281.00,84.4,81.7-97.5,2.5464
California,"Marin County, CA",1282.00,85.1,81.7-97.5,2.2167
California,"Marin County, CA",1290.00,80.9,79.6-81.6,3.8264
California,"Marin County, CA",1302.01,87,81.7-97.5,3.2846
California,"Marin County, CA",1302.02,81,79.6-81.6,1.2952
California,"Marin County, CA",1311.00,,,
California,"Marin County, CA",1321.00,82.6,81.7-97.5,2.2335
California,"Marin County, CA",1322.00,85.8,81.7-97.5,3.3873
California,"Marin County, CA",1330.00,86.9,81.7-97.5,3.3852
California,Marin County,9901.00,,,
California,"Mariposa County, CA",0001.01,78.1,77.6-79.5,1.6065
California,"Mariposa County, CA",0001.02,77.1,75.2-77.5,1.6234
California,"Mariposa County, CA",0002.00,78,77.6-79.5,2.2922
California,"Mariposa County, CA",0003.01,77.8,77.6-79.5,1.6609
California,"Mariposa County, CA",0003.02,81,79.6-81.6,2.0868
California,"Mariposa County, CA",0004.00,,,
California,"Mendocino County, CA",0101.00,80.5,79.6-81.6,2.8759
California,"Mendocino County, CA",0102.00,78.8,77.6-79.5,1.9967
California,"Mendocino County, CA",0103.00,77.1,75.2-77.5,2.9598
California,"Mendocino County, CA",0104.00,78.6,77.6-79.5,1.5578
California,"Mendocino County, CA",0105.00,76.1,75.2-77.5,1.3168
California,"Mendocino County, CA",0106.00,79.1,77.6-79.5,1.8115
California,"Mendocino County, CA",0107.00,74.9,56.9-75.1,1.2821
California,"Mendocino County, CA",0108.01,78.5,77.6-79.5,1.8869
California,"Mendocino County, CA",0108.02,78.3,77.6-79.5,1.5432
California,"Mendocino County, CA",0109.00,76.9,75.2-77.5,1.6279
California,"Mendocino County, CA",0110.01,82.5,81.7-97.5,2.4913
California,"Mendocino County, CA",0110.02,84.8,81.7-97.5,2.5261
California,"Mendocino County, CA",0111.02,84,81.7-97.5,2.0102
California,"Mendocino County, CA",0112.00,78.9,77.6-79.5,1.3046
California,"Mendocino County, CA",0113.00,77.2,75.2-77.5,1.5704
California,"Mendocino County, CA",0114.00,81.2,79.6-81.6,1.624
California,"Mendocino County, CA",0115.00,74,56.9-75.1,1.2078
California,"Mendocino County, CA",0116.00,74.2,56.9-75.1,1.4393
California,"Mendocino County, CA",0117.00,85.3,81.7-97.5,2.0477
California,"Mendocino County, CA",0118.00,83.8,81.7-97.5,2.6351
California,Mendocino County,9901.00,,,
California,"Merced County, CA",0002.01,80.3,79.6-81.6,1.94
California,"Merced County, CA",0002.02,77.7,77.6-79.5,1.41
California,"Merced County, CA",0002.03,79.9,79.6-81.6,2.7458
California,"Merced County, CA",0003.01,82.5,81.7-97.5,1.7344
California,"Merced County, CA",0003.03,78.5,77.6-79.5,2.1891
California,"Merced County, CA",0003.04,80.8,79.6-81.6,2.1331
California,"Merced County, CA",0004.01,76.7,75.2-77.5,1.5856
California,"Merced County, CA",0004.02,81.7,81.7-97.5,2.0598
California,"Merced County, CA",0005.03,85,81.7-97.5,3.375
California,"Merced County, CA",0005.04,75.9,75.2-77.5,1.4951
California,"Merced County, CA",0005.05,79.1,77.6-79.5,1.7484
California,"Merced County, CA",0006.01,78.9,77.6-79.5,1.7113
California,"Merced County, CA",0006.02,76.4,75.2-77.5,1.4133
California,"Merced County, CA",0006.03,77.6,77.6-79.5,1.0753
California,"Merced County, CA",0007.01,77.3,75.2-77.5,1.8409
California,"Merced County, CA",0007.02,81.8,81.7-97.5,1.325
California,"Merced County, CA",0008.01,79.8,79.6-81.6,2.4394
California,"Merced County, CA",0008.02,78.1,77.6-79.5,1.4215
California,"Merced County, CA",0009.01,79,77.6-79.5,1.1992
California,"Merced County, CA",0009.02,79.6,79.6-81.6,1.4429
California,"Merced County, CA",0010.02,80.2,79.6-81.6,1.7272
California,"Merced County, CA",0010.03,76.6,75.2-77.5,2.032
California,"Merced County, CA",0010.04,74.7,56.9-75.1,1.7597
California,"Merced County, CA",0010.05,72.3,56.9-75.1,1.7128
California,"Merced County, CA",0011.01,,,
California,"Merced County, CA",0012.00,78.5,77.6-79.5,1.9159
California,"Merced County, CA",0013.01,76.7,75.2-77.5,2.4095
California,"Merced County, CA",0013.02,70.1,56.9-75.1,1.7305
California,"Merced County, CA",0014.01,73.1,56.9-75.1,1.2451
California,"Merced County, CA",0014.02,76.6,75.2-77.5,1.083
California,"Merced County, CA",0015.01,77.5,75.2-77.5,1.5544
California,"Merced County, CA",0015.02,75.8,75.2-77.5,1.717
California,"Merced County, CA",0015.03,77.8,77.6-79.5,2.3182
California,"Merced County, CA",0016.01,71.7,56.9-75.1,2.3601
California,"Merced County, CA",0016.02,76.8,75.2-77.5,1.8723
California,"Merced County, CA",0017.00,78.4,77.6-79.5,2.0636
California,"Merced County, CA",0018.01,81.2,79.6-81.6,1.4821
California,"Merced County, CA",0019.01,80.6,79.6-81.6,2.2178
California,"Merced County, CA",0019.02,79.5,77.6-79.5,1.8808
California,"Merced County, CA",0020.00,77.3,75.2-77.5,0.9578
California,"Merced County, CA",0021.00,78.4,77.6-79.5,2.8874
California,"Merced County, CA",0022.01,77.2,75.2-77.5,1.192
California,"Merced County, CA",0022.02,78.9,77.6-79.5,1.9885
California,"Merced County, CA",0023.01,82.9,81.7-97.5,2.1709
California,"Merced County, CA",0023.02,78.4,77.6-79.5,1.317
California,"Merced County, CA",0024.01,76.9,75.2-77.5,2.0214
California,"Merced County, CA",0024.02,80.3,79.6-81.6,2.2526
California,"Merced County, CA",0025.00,83.1,81.7-97.5,2.129
California,"Merced County, CA",0026.00,79.8,79.6-81.6,1.3613
California,"Modoc County, CA",0001.00,75.1,56.9-75.1,1.9065
California,"Modoc County, CA",0002.00,84.8,81.7-97.5,3.3722
California,"Modoc County, CA",0003.00,77.8,77.6-79.5,1.375
California,"Modoc County, CA",0004.00,81.5,79.6-81.6,3.4074
California,"Mono County, CA",0001.01,80.3,79.6-81.6,2.3655
California,"Mono County, CA",0001.02,81.6,79.6-81.6,1.9729
California,"Mono County, CA",0002.00,,,
California,"Monterey County, CA",0001.01,79.1,77.6-79.5,2.3112
California,"Monterey County, CA",0001.02,81.1,79.6-81.6,1.5107
California,"Monterey County, CA",0001.03,80.9,79.6-81.6,2.299
California,"Monterey County, CA",0001.04,80.6,79.6-81.6,1.2203
California,"Monterey County, CA",0002.00,79.5,77.6-79.5,1.3744
California,"Monterey County, CA",0003.00,82.3,81.7-97.5,2.3217
California,"Monterey County, CA",0004.00,75.6,75.2-77.5,1.3994
California,"Monterey County, CA",0005.01,82.9,81.7-97.5,3.4745
California,"Monterey County, CA",0005.02,78.4,77.6-79.5,1.1002
California,"Monterey County, CA",0006.00,78.3,77.6-79.5,2.5172
California,"Monterey County, CA",0007.01,77.3,75.2-77.5,1.6087
California,"Monterey County, CA",0007.02,77.3,75.2-77.5,2.5467
California,"Monterey County, CA",0008.00,76.6,75.2-77.5,1.6248
California,"Monterey County, CA",0009.00,81.6,79.6-81.6,3.1859
California,"Monterey County, CA",0012.00,76.1,75.2-77.5,1.6166
California,"Monterey County, CA",0013.00,73.3,56.9-75.1,1.8561
California,"Monterey County, CA",0014.00,76.7,75.2-77.5,1.8321
California,"Monterey County, CA",0015.00,81.7,81.7-97.5,1.4654
California,"Monterey County, CA",0016.00,81.9,81.7-97.5,1.9252
California,"Monterey County, CA",0017.00,78.1,77.6-79.5,1.5983
California,"Monterey County, CA",0018.01,85.4,81.7-97.5,3.7315
California,"Monterey County, CA",0018.02,75,56.9-75.1,2.7624
California,"Monterey County, CA",0101.01,81.4,79.6-81.6,2.5457
California,"Monterey County, CA",0101.02,81.5,79.6-81.6,2.498
California,"Monterey County, CA",0102.02,86.3,81.7-97.5,3.1132
California,"Monterey County, CA",0103.05,80,79.6-81.6,1.5179
California,"Monterey County, CA",0103.06,80.6,79.6-81.6,1.9651
California,"Monterey County, CA",0104.00,80.6,79.6-81.6,2.4416
California,"Monterey County, CA",0105.01,81.7,81.7-97.5,2.1014
California,"Monterey County, CA",0105.04,80.1,79.6-81.6,2.4102
California,"Monterey County, CA",0105.05,79.9,79.6-81.6,2.7025
California,"Monterey County, CA",0105.06,80.4,79.6-81.6,3.0102
California,"Monterey County, CA",0106.03,80.1,79.6-81.6,2.3903
California,"Monterey County, CA",0106.04,78.4,77.6-79.5,1.411
California,"Monterey County, CA",0106.05,77.7,77.6-79.5,2.0088
California,"Monterey County, CA",0106.06,79.1,77.6-79.5,1.1471
California,"Monterey County, CA",0106.07,77.3,75.2-77.5,1.7437
California,"Monterey County, CA",0106.08,,,
California,"Monterey County, CA",0107.01,83.9,81.7-97.5,2.091
California,"Monterey County, CA",0107.02,85.7,81.7-97.5,2.5858
California,"Monterey County, CA",0108.04,81.9,81.7-97.5,2.3326
California,"Monterey County, CA",0109.00,,,
California,"Monterey County, CA",0110.00,82.4,81.7-97.5,1.6836
California,"Monterey County, CA",0111.01,75.2,75.2-77.5,2.0183
California,"Monterey County, CA",0111.02,86.2,81.7-97.5,3.9826
California,"Monterey County, CA",0112.02,84.5,81.7-97.5,3.4109
California,"Monterey County, CA",0112.03,79.5,77.6-79.5,2.9214
California,"Monterey County, CA",0112.04,79.1,77.6-79.5,3.3485
California,"Monterey County, CA",0113.02,81,79.6-81.6,2.6859
California,"Monterey County, CA",0113.03,80.9,79.6-81.6,2.2625
California,"Monterey County, CA",0113.04,79.1,77.6-79.5,1.5358
California,"Monterey County, CA",0114.00,86.4,81.7-97.5,3.2922
California,"Monterey County, CA",0115.02,82.7,81.7-97.5,2.0952
California,"Monterey County, CA",0116.02,84.7,81.7-97.5,1.2974
California,"Monterey County, CA",0116.04,82.2,81.7-97.5,0.9613
California,"Monterey County, CA",0117.00,86.1,81.7-97.5,1.5152
California,"Monterey County, CA",0118.01,81.8,81.7-97.5,1.2958
California,"Monterey County, CA",0118.02,81.8,81.7-97.5,1.1044
California,"Monterey County, CA",0119.00,85.7,81.7-97.5,1.4157
California,"Monterey County, CA",0120.00,85.5,81.7-97.5,2.983
California,"Monterey County, CA",0121.00,84.9,81.7-97.5,1.3918
California,"Monterey County, CA",0122.00,,,
California,"Monterey County, CA",0123.02,81.5,79.6-81.6,1.5281
California,"Monterey County, CA",0124.01,83.8,81.7-97.5,2.1946
California,"Monterey County, CA",0124.02,84,81.7-97.5,1.4534
California,"Monterey County, CA",0125.02,81.7,81.7-97.5,1.96
California,"Monterey County, CA",0126.00,,,
California,"Monterey County, CA",0127.00,86.7,81.7-97.5,2.9888
California,"Monterey County, CA",0128.00,82.1,81.7-97.5,1.1875
California,"Monterey County, CA",0130.00,83,81.7-97.5,1.4977
California,"Monterey County, CA",0131.00,,,
California,"Monterey County, CA",0132.00,81.3,79.6-81.6,1.6549
California,"Monterey County, CA",0133.00,85,81.7-97.5,2.8728
California,"Monterey County, CA",0134.00,77.6,77.6-79.5,2.2923
California,"Monterey County, CA",0135.00,82.1,81.7-97.5,1.8048
California,"Monterey County, CA",0136.00,82.6,81.7-97.5,2.2455
California,"Monterey County, CA",0137.00,78.7,77.6-79.5,1.9375
California,"Monterey County, CA",0138.00,80.1,79.6-81.6,1.5553
California,"Monterey County, CA",0139.00,78.3,77.6-79.5,1.4465
California,"Monterey County, CA",0140.00,78.5,77.6-79.5,1.2839
California,"Monterey County, CA",0141.02,76.4,75.2-77.5,2.5565
California,"Monterey County, CA",0141.04,,,
California,"Monterey County, CA",0141.05,82.2,81.7-97.5,3.4247
California,"Monterey County, CA",0141.07,80,79.6-81.6,3.8099
California,"Monterey County, CA",0142.01,82,81.7-97.5,1.9733
California,"Monterey County, CA",0142.02,79.7,79.6-81.6,2.3707
California,"Monterey County, CA",0143.01,78,77.6-79.5,1.7338
California,"Monterey County, CA",0143.02,80.7,79.6-81.6,1.8494
California,"Monterey County, CA",0145.00,79.2,77.6-79.5,1.3246
California,"Monterey County, CA",0146.01,79.9,79.6-81.6,1.7096
California,"Monterey County, CA",0147.00,80.9,79.6-81.6,1.4119
California,"Monterey County, CA",0148.00,80.4,79.6-81.6,2.1398
California,"Monterey County, CA",9800.00,,,
California,Monterey County,9900.00,,,
California,"Napa County, CA",2002.01,83.9,81.7-97.5,1.9328
California,"Napa County, CA",2002.02,79.2,77.6-79.5,1.5696
California,"Napa County, CA",2002.03,78.5,77.6-79.5,1.4709
California,"Napa County, CA",2003.01,79.9,79.6-81.6,1.8358
California,"Napa County, CA",2003.02,82.1,81.7-97.5,3.0866
California,"Napa County, CA",2004.00,84.6,81.7-97.5,2.41
California,"Napa County, CA",2005.01,77.3,75.2-77.5,1.5677
California,"Napa County, CA",2005.03,,,
California,"Napa County, CA",2005.04,74.5,56.9-75.1,1.6037
California,"Napa County, CA",2005.05,81.5,79.6-81.6,3.9575
California,"Napa County, CA",2006.01,81.8,81.7-97.5,1.936
California,"Napa County, CA",2006.02,80.6,79.6-81.6,1.2821
California,"Napa County, CA",2007.03,82.1,81.7-97.5,1.9266
California,"Napa County, CA",2007.04,78.6,77.6-79.5,1.0978
California,"Napa County, CA",2007.05,82.2,81.7-97.5,1.9194
California,"Napa County, CA",2007.06,82.8,81.7-97.5,1.8329
California,"Napa County, CA",2007.07,78.4,77.6-79.5,1.1907
California,"Napa County, CA",2008.02,80.5,79.6-81.6,1.3534
California,"Napa County, CA",2008.03,80.3,79.6-81.6,1.6223
California,"Napa County, CA",2008.04,82.3,81.7-97.5,2.5308
California,"Napa County, CA",2009.00,,,
California,"Napa County, CA",2010.03,82.4,81.7-97.5,2.3186
California,"Napa County, CA",2010.04,80,79.6-81.6,1.2226
California,"Napa County, CA",2010.05,79.7,79.6-81.6,2.9466
California,"Napa County, CA",2010.06,77.6,77.6-79.5,1.3995
California,"Napa County, CA",2010.07,79.6,79.6-81.6,1.4124
California,"Napa County, CA",2011.01,82.8,81.7-97.5,1.9276
California,"Napa County, CA",2011.02,84.2,81.7-97.5,2.6312
California,"Napa County, CA",2012.00,82.1,81.7-97.5,1.1827
California,"Napa County, CA",2013.00,,,
California,"Napa County, CA",2014.01,83.3,81.7-97.5,1.948
California,"Napa County, CA",2014.02,84.3,81.7-97.5,2.367
California,"Napa County, CA",2014.03,,,
California,"Napa County, CA",2015.00,82.4,81.7-97.5,1.5682
California,"Napa County, CA",2016.01,83.6,81.7-97.5,1.6145
California,"Napa County, CA",2016.02,83.5,81.7-97.5,1.5268
California,"Napa County, CA",2017.00,81.8,81.7-97.5,1.0817
California,"Napa County, CA",2018.00,82.4,81.7-97.5,3.1141
California,"Napa County, CA",2019.00,83.4,81.7-97.5,1.6021
California,"Napa County, CA",2020.00,83.8,81.7-97.5,1.6322
California,"Nevada County, CA",0001.02,83,81.7-97.5,1.4019
California,"Nevada County, CA",0001.03,84.5,81.7-97.5,2.0119
California,"Nevada County, CA",0001.04,77.9,77.6-79.5,3.4028
California,"Nevada County, CA",0001.05,80.7,79.6-81.6,3.1922
California,"Nevada County, CA",0002.00,77.4,75.2-77.5,1.4879
California,"Nevada County, CA",0003.00,80,79.6-81.6,1.1863
California,"Nevada County, CA",0004.01,81,79.6-81.6,0.9923
California,"Nevada County, CA",0004.02,78.5,77.6-79.5,1.0792
California,"Nevada County, CA",0005.01,75.3,75.2-77.5,1.1336
California,"Nevada County, CA",0005.02,78.7,77.6-79.5,1.5812
California,"Nevada County, CA",0006.00,77.1,75.2-77.5,1.3378
California,"Nevada County, CA",0007.01,81,79.6-81.6,1.5433
California,"Nevada County, CA",0007.02,80.2,79.6-81.6,1.2988
California,"Nevada County, CA",0008.01,81.8,81.7-97.5,1.7934
California,"Nevada County, CA",0008.02,81.3,79.6-81.6,1.3313
California,"Nevada County, CA",0009.00,79.8,79.6-81.6,1.7362
California,"Nevada County, CA",0012.03,82.3,81.7-97.5,3.2613
California,"Nevada County, CA",0012.04,,,
California,"Nevada County, CA",0012.05,82.3,81.7-97.5,3.9499
California,"Nevada County, CA",0012.06,78.1,77.6-79.5,2.0728
California,"Orange County, CA",0011.01,82,81.7-97.5,2.0435
California,"Orange County, CA",0011.02,82.2,81.7-97.5,2.0929
California,"Orange County, CA",0011.03,78,77.6-79.5,1.4448
California,"Orange County, CA",0012.01,83,81.7-97.5,2.4612
California,"Orange County, CA",0012.02,79.1,77.6-79.5,1.526
California,"Orange County, CA",0013.01,83.8,81.7-97.5,2.0307
California,"Orange County, CA",0013.03,81.4,79.6-81.6,1.8205
California,"Orange County, CA",0013.04,81.5,79.6-81.6,2.3559
California,"Orange County, CA",0014.01,79.4,77.6-79.5,1.0709
California,"Orange County, CA",0014.02,81.9,81.7-97.5,1.5932
California,"Orange County, CA",0014.03,80.2,79.6-81.6,1.2249
California,"Orange County, CA",0014.04,78.8,77.6-79.5,1.4109
California,"Orange County, CA",0015.01,82.7,81.7-97.5,1.6919
California,"Orange County, CA",0015.03,81.2,79.6-81.6,1.3538
California,"Orange County, CA",0015.04,81.2,79.6-81.6,2.2355
California,"Orange County, CA",0015.05,83.2,81.7-97.5,1.4949
California,"Orange County, CA",0015.06,80.6,79.6-81.6,1.5976
California,"Orange County, CA",0015.07,85.6,81.7-97.5,3.0411
California,"Orange County, CA",0016.01,83.4,81.7-97.5,1.0178
California,"Orange County, CA",0016.02,84.5,81.7-97.5,1.4406
California,"Orange County, CA",0017.04,81.9,81.7-97.5,1.1325
California,"Orange County, CA",0017.05,85.3,81.7-97.5,2.0383
California,"Orange County, CA",0017.06,84.2,81.7-97.5,1.8854
California,"Orange County, CA",0017.07,83.5,81.7-97.5,1.4098
California,"Orange County, CA",0017.08,83.7,81.7-97.5,1.8523
California,"Orange County, CA",0018.01,78.7,77.6-79.5,2.1926
California,"Orange County, CA",0018.02,77.2,75.2-77.5,1.9123
California,"Orange County, CA",0019.01,77.6,77.6-79.5,1.1688
California,"Orange County, CA",0019.02,81.1,79.6-81.6,2.9721
California,"Orange County, CA",0019.03,83.7,81.7-97.5,3.0014
California,"Orange County, CA",0110.00,76.2,75.2-77.5,1.7604
California,"Orange County, CA",0111.01,78.7,77.6-79.5,1.9192
California,"Orange County, CA",0111.02,80.9,79.6-81.6,1.776
California,"Orange County, CA",0112.00,79.7,79.6-81.6,1.4807
California,"Orange County, CA",0113.00,82.6,81.7-97.5,2.6936
California,"Orange County, CA",0114.01,78.4,77.6-79.5,1.4271
California,"Orange County, CA",0114.02,80.1,79.6-81.6,1.6808
California,"Orange County, CA",0114.03,79.7,79.6-81.6,0.9309
California,"Orange County, CA",0115.02,78.4,77.6-79.5,1.445
California,"Orange County, CA",0115.03,80,79.6-81.6,2.0115
California,"Orange County, CA",0115.04,,,
California,"Orange County, CA",0116.01,81,79.6-81.6,2.9302
California,"Orange County, CA",0116.02,77.1,75.2-77.5,1.657
California,"Orange County, CA",0117.07,82.8,81.7-97.5,2.2789
California,"Orange County, CA",0117.08,83.2,81.7-97.5,2.8464
California,"Orange County, CA",0117.09,80.5,79.6-81.6,1.3165
California,"Orange County, CA",0117.10,80.7,79.6-81.6,1.3376
California,"Orange County, CA",0117.11,82.3,81.7-97.5,2.2096
California,"Orange County, CA",0117.12,81.1,79.6-81.6,1.5504
California,"Orange County, CA",0117.14,,,
California,"Orange County, CA",0117.15,84.5,81.7-97.5,1.6245
California,"Orange County, CA",0117.16,84.1,81.7-97.5,2.704
California,"Orange County, CA",0117.17,82.7,81.7-97.5,2.1166
California,"Orange County, CA",0117.18,82.9,81.7-97.5,2.1809
California,"Orange County, CA",0117.20,76.2,75.2-77.5,1.3964
California,"Orange County, CA",0117.21,80.7,79.6-81.6,2.696
California,"Orange County, CA",0117.22,82.9,81.7-97.5,2.5725
California,"Orange County, CA",0218.02,82.7,81.7-97.5,1.5367
California,"Orange County, CA",0218.07,82,81.7-97.5,2.3379
California,"Orange County, CA",0218.09,82.7,81.7-97.5,1.3162
California,"Orange County, CA",0218.10,84.2,81.7-97.5,2.152
California,"Orange County, CA",0218.12,81.3,79.6-81.6,1.3109
California,"Orange County, CA",0218.13,,,
California,"Orange County, CA",0218.14,85.7,81.7-97.5,2.0834
California,"Orange County, CA",0218.15,83.4,81.7-97.5,1.6393
California,"Orange County, CA",0218.16,83,81.7-97.5,1.3486
California,"Orange County, CA",0218.17,81.2,79.6-81.6,1.4615
California,"Orange County, CA",0218.20,86.5,81.7-97.5,2.4506
California,"Orange County, CA",0218.21,81,79.6-81.6,2.641
California,"Orange County, CA",0218.22,84.1,81.7-97.5,1.9266
California,"Orange County, CA",0218.23,79.9,79.6-81.6,1.4781
California,"Orange County, CA",0218.24,82.6,81.7-97.5,1.8182
California,"Orange County, CA",0218.25,88.3,81.7-97.5,3.4724
California,"Orange County, CA",0218.26,80.4,79.6-81.6,2.1817
California,"Orange County, CA",0218.27,84.5,81.7-97.5,2.8803
California,"Orange County, CA",0218.28,81.3,79.6-81.6,1.4221
California,"Orange County, CA",0218.29,86.3,81.7-97.5,1.885
California,"Orange County, CA",0218.30,86,81.7-97.5,2.3444
California,"Orange County, CA",0219.03,81.3,79.6-81.6,2.0764
California,"Orange County, CA",0219.05,86.5,81.7-97.5,2.5746
California,"Orange County, CA",0219.12,83.7,81.7-97.5,1.9949
California,"Orange County, CA",0219.13,81.2,79.6-81.6,1.6013
California,"Orange County, CA",0219.14,82,81.7-97.5,1.3619
California,"Orange County, CA",0219.15,89.1,81.7-97.5,2.6
California,"Orange County, CA",0219.16,82.5,81.7-97.5,1.2445
California,"Orange County, CA",0219.17,82.2,81.7-97.5,2.0537
California,"Orange County, CA",0219.18,86.8,81.7-97.5,2.92
California,"Orange County, CA",0219.19,80,79.6-81.6,1.3594
California,"Orange County, CA",0219.20,81.9,81.7-97.5,1.4421
California,"Orange County, CA",0219.21,88.9,81.7-97.5,3.8293
California,"Orange County, CA",0219.22,81.5,79.6-81.6,1.439
California,"Orange County, CA",0219.23,85.9,81.7-97.5,3.1531
California,"Orange County, CA",0219.24,80,79.6-81.6,2.1667
California,"Orange County, CA",0320.02,81.2,79.6-81.6,1.3731
California,"Orange County, CA",0320.03,79.7,79.6-81.6,0.9793
California,"Orange County, CA",0320.11,79.3,77.6-79.5,2.7069
California,"Orange County, CA",0320.12,82.4,81.7-97.5,2.1291
California,"Orange County, CA",0320.13,82.3,81.7-97.5,1.4279
California,"Orange County, CA",0320.14,79.2,77.6-79.5,1.0975
California,"Orange County, CA",0320.15,79.8,79.6-81.6,1.7546
California,"Orange County, CA",0320.20,83.4,81.7-97.5,2.5601
California,"Orange County, CA",0320.22,82.2,81.7-97.5,2.0517
California,"Orange County, CA",0320.23,84.1,81.7-97.5,2.0522
California,"Orange County, CA",0320.27,82.7,81.7-97.5,2.6382
California,"Orange County, CA",0320.28,81.1,79.6-81.6,1.825
California,"Orange County, CA",0320.29,83.3,81.7-97.5,3.0713
California,"Orange County, CA",0320.30,87.5,81.7-97.5,3.9532
California,"Orange County, CA",0320.31,79.5,77.6-79.5,1.7622
California,"Orange County, CA",0320.32,82.1,81.7-97.5,1.869
California,"Orange County, CA",0320.33,,,
California,"Orange County, CA",0320.34,81.5,79.6-81.6,1.4885
California,"Orange County, CA",0320.35,84.5,81.7-97.5,1.9975
California,"Orange County, CA",0320.36,86,81.7-97.5,2.2242
California,"Orange County, CA",0320.37,,,
California,"Orange County, CA",0320.38,84.7,81.7-97.5,3.6315
California,"Orange County, CA",0320.39,83.1,81.7-97.5,1.857
California,"Orange County, CA",0320.40,82.2,81.7-97.5,2.1925
California,"Orange County, CA",0320.41,82.6,81.7-97.5,3.2244
California,"Orange County, CA",0320.42,84.4,81.7-97.5,2.9724
California,"Orange County, CA",0320.43,82.2,81.7-97.5,1.6748
California,"Orange County, CA",0320.44,81.6,79.6-81.6,2.0664
California,"Orange County, CA",0320.45,82.2,81.7-97.5,1.9816
California,"Orange County, CA",0320.46,81.3,79.6-81.6,1.3882
California,"Orange County, CA",0320.47,80.8,79.6-81.6,3.8426
California,"Orange County, CA",0320.48,82.3,81.7-97.5,1.0124
California,"Orange County, CA",0320.49,79.8,79.6-81.6,1.7807
California,"Orange County, CA",0320.50,80.9,79.6-81.6,2.2225
California,"Orange County, CA",0320.51,79.8,79.6-81.6,2.6609
California,"Orange County, CA",0320.53,81.5,79.6-81.6,2.1502
California,"Orange County, CA",0320.54,84.6,81.7-97.5,1.8062
California,"Orange County, CA",0320.55,,,
California,"Orange County, CA",0320.56,81.4,79.6-81.6,1.5753
California,"Orange County, CA",0320.57,,,
California,"Orange County, CA",0320.58,,,
California,"Orange County, CA",0320.59,,,
California,"Orange County, CA",0320.61,86.7,81.7-97.5,3.0649
California,"Orange County, CA",0421.03,83.3,81.7-97.5,1.2711
California,"Orange County, CA",0421.06,82.4,81.7-97.5,1.6115
California,"Orange County, CA",0421.07,78.4,77.6-79.5,1.3933
California,"Orange County, CA",0421.08,80.3,79.6-81.6,2.7208
California,"Orange County, CA",0421.09,82.7,81.7-97.5,1.9216
California,"Orange County, CA",0421.11,82.1,81.7-97.5,1.3725
California,"Orange County, CA",0421.12,83.9,81.7-97.5,2.5513
California,"Orange County, CA",0421.13,82.4,81.7-97.5,1.2666
California,"Orange County, CA",0421.14,82.4,81.7-97.5,1.55
California,"Orange County, CA",0422.01,80.6,79.6-81.6,1.6824
California,"Orange County, CA",0422.03,86,81.7-97.5,1.8049
California,"Orange County, CA",0422.05,82.7,81.7-97.5,1.7055
California,"Orange County, CA",0422.06,80.9,79.6-81.6,1.2033
California,"Orange County, CA",0423.05,82.9,81.7-97.5,1.4268
California,"Orange County, CA",0423.07,80.9,79.6-81.6,1.3264
California,"Orange County, CA",0423.10,81.7,81.7-97.5,1.5774
California,"Orange County, CA",0423.11,83.5,81.7-97.5,1.8496
California,"Orange County, CA",0423.12,80.6,79.6-81.6,1.414
California,"Orange County, CA",0423.13,85.2,81.7-97.5,2.9793
California,"Orange County, CA",0423.15,82.5,81.7-97.5,1.7988
California,"Orange County, CA",0423.17,80.8,79.6-81.6,1.4706
California,"Orange County, CA",0423.19,80,79.6-81.6,1.1369
California,"Orange County, CA",0423.20,81.4,79.6-81.6,1.831
California,"Orange County, CA",0423.23,82.9,81.7-97.5,1.4685
California,"Orange County, CA",0423.24,,,
California,"Orange County, CA",0423.25,84,81.7-97.5,2.0653
California,"Orange County, CA",0423.26,82.5,81.7-97.5,1.5981
California,"Orange County, CA",0423.27,83.3,81.7-97.5,1.5464
California,"Orange County, CA",0423.28,83.8,81.7-97.5,1.8182
California,"Orange County, CA",0423.29,80.8,79.6-81.6,1.2041
California,"Orange County, CA",0423.30,80.9,79.6-81.6,1.1183
California,"Orange County, CA",0423.31,82.6,81.7-97.5,2.4025
California,"Orange County, CA",0423.32,81.2,79.6-81.6,1.1392
California,"Orange County, CA",0423.33,85.4,81.7-97.5,1.6605
California,"Orange County, CA",0423.34,84.6,81.7-97.5,3.0124
California,"Orange County, CA",0423.35,82,81.7-97.5,2.6046
California,"Orange County, CA",0423.36,82,81.7-97.5,1.776
California,"Orange County, CA",0423.37,87.2,81.7-97.5,3.1577
California,"Orange County, CA",0423.38,87.6,81.7-97.5,2.8178
California,"Orange County, CA",0423.39,89.2,81.7-97.5,3.4506
California,"Orange County, CA",0524.04,,,
California,"Orange County, CA",0524.08,81.7,81.7-97.5,1.4246
California,"Orange County, CA",0524.10,83,81.7-97.5,1.6148
California,"Orange County, CA",0524.11,79.6,79.6-81.6,0.9515
California,"Orange County, CA",0524.15,79.1,77.6-79.5,1.2886
California,"Orange County, CA",0524.16,81.1,79.6-81.6,1.8293
California,"Orange County, CA",0524.17,81.5,79.6-81.6,0.7931
California,"Orange County, CA",0524.18,,,
California,"Orange County, CA",0524.19,,,
