State,County,Census Tract Number,Life Expectancy,Life Expectancy Range,Life Expectancy Standard Error
California,"Los Angeles County, CA",1864.04,77.8,77.6-79.5,2.7352
California,"Los Angeles County, CA",1871.01,82.6,81.7-97.5,2.543
California,"Los Angeles County, CA",1871.02,82.4,81.7-97.5,2.8496
California,"Los Angeles County, CA",1872.00,79,77.6-79.5,3.1292
California,"Los Angeles County, CA",1873.00,80.3,79.6-81.6,1.8222
California,"Los Angeles County, CA",1881.00,79.6,79.6-81.6,2.4051
California,"Los Angeles County, CA",1882.01,84.1,81.7-97.5,2.606
California,"Los Angeles County, CA",1882.02,79.1,77.6-79.5,2.0246
California,"Los Angeles County, CA",1883.00,80.6,79.6-81.6,1.7512
California,"Los Angeles County, CA",1891.01,81.4,79.6-81.6,2.1671
California,"Los Angeles County, CA",1891.02,82,81.7-97.5,2.184
California,"Los Angeles County, CA",1892.01,81.7,81.7-97.5,2.7559
California,"Los Angeles County, CA",1892.02,83.9,81.7-97.5,2.2291
California,"Los Angeles County, CA",1893.00,84.6,81.7-97.5,3.0169
California,"Los Angeles County, CA",1894.00,87.3,81.7-97.5,3.4176
California,"Los Angeles County, CA",1895.00,80,79.6-81.6,2.4886
California,"Los Angeles County, CA",1896.00,83.1,81.7-97.5,3.4366
California,"Los Angeles County, CA",1897.01,81.1,79.6-81.6,2.522
California,"Los Angeles County, CA",1897.02,79.8,79.6-81.6,2.3033
California,"Los Angeles County, CA",1898.00,83.9,81.7-97.5,2.5996
California,"Los Angeles County, CA",1899.02,,,
California,"Los Angeles County, CA",1899.03,81.5,79.6-81.6,3.2781
California,"Los Angeles County, CA",1899.04,78.6,77.6-79.5,2.0079
California,"Los Angeles County, CA",1899.05,81.5,79.6-81.6,1.4597
California,"Los Angeles County, CA",1901.00,79.8,79.6-81.6,2.3826
California,"Los Angeles County, CA",1902.01,78.2,77.6-79.5,1.5405
California,"Los Angeles County, CA",1902.02,80.9,79.6-81.6,1.9393
California,"Los Angeles County, CA",1903.01,,,
California,"Los Angeles County, CA",1904.01,80.5,79.6-81.6,1.8681
California,"Los Angeles County, CA",1904.02,81.2,79.6-81.6,2.2899
California,"Los Angeles County, CA",1905.10,79,77.6-79.5,2.1644
California,"Los Angeles County, CA",1905.20,79.8,79.6-81.6,1.6387
California,"Los Angeles County, CA",1907.00,80.9,79.6-81.6,2.3597
California,"Los Angeles County, CA",1908.01,82.2,81.7-97.5,2.4328
California,"Los Angeles County, CA",1908.02,79.9,79.6-81.6,3.4136
California,"Los Angeles County, CA",1909.01,77.1,75.2-77.5,2.1423
California,"Los Angeles County, CA",1909.02,78.7,77.6-79.5,2.1268
California,"Los Angeles County, CA",1910.00,78.3,77.6-79.5,2.5513
California,"Los Angeles County, CA",1911.10,79.9,79.6-81.6,1.6322
California,"Los Angeles County, CA",1911.20,77.7,77.6-79.5,1.6522
California,"Los Angeles County, CA",1912.01,79.4,77.6-79.5,2.1091
California,"Los Angeles County, CA",1912.03,77.3,75.2-77.5,2.1658
California,"Los Angeles County, CA",1912.04,78.6,77.6-79.5,1.4852
California,"Los Angeles County, CA",1913.01,84.1,81.7-97.5,3.4764
California,"Los Angeles County, CA",1913.02,78.4,77.6-79.5,1.3267
California,"Los Angeles County, CA",1914.10,77.1,75.2-77.5,1.0062
California,"Los Angeles County, CA",1914.20,,,
California,"Los Angeles County, CA",1915.00,77.4,75.2-77.5,1.8835
California,"Los Angeles County, CA",1916.10,79.1,77.6-79.5,1.9515
California,"Los Angeles County, CA",1916.20,79.4,77.6-79.5,1.4506
California,"Los Angeles County, CA",1917.10,80.6,79.6-81.6,2.1523
California,"Los Angeles County, CA",1917.20,79.8,79.6-81.6,2.5897
California,"Los Angeles County, CA",1918.10,77.1,75.2-77.5,2.8997
California,"Los Angeles County, CA",1918.20,84.3,81.7-97.5,3.6797
California,"Los Angeles County, CA",1919.01,81.7,81.7-97.5,3.4068
California,"Los Angeles County, CA",1919.02,80.2,79.6-81.6,1.5189
California,"Los Angeles County, CA",1920.01,73.8,56.9-75.1,1.8833
California,"Los Angeles County, CA",1920.02,80.6,79.6-81.6,1.6038
California,"Los Angeles County, CA",1923.00,82.7,81.7-97.5,1.7465
California,"Los Angeles County, CA",1924.10,85.2,81.7-97.5,1.9998
California,"Los Angeles County, CA",1924.20,81.6,79.6-81.6,2.3245
California,"Los Angeles County, CA",1925.10,83,81.7-97.5,3.1096
California,"Los Angeles County, CA",1925.20,78.4,77.6-79.5,2.1271
California,"Los Angeles County, CA",1926.10,76.2,75.2-77.5,1.1509
California,"Los Angeles County, CA",1926.20,,,
California,"Los Angeles County, CA",1927.00,82.5,81.7-97.5,2.8845
California,"Los Angeles County, CA",1941.01,80.8,79.6-81.6,1.7089
California,"Los Angeles County, CA",1941.02,83.1,81.7-97.5,2.0295
California,"Los Angeles County, CA",1942.00,83.5,81.7-97.5,2.9492
California,"Los Angeles County, CA",1943.00,83.8,81.7-97.5,1.5655
California,"Los Angeles County, CA",1944.01,74,56.9-75.1,1.7279
California,"Los Angeles County, CA",1944.02,79.5,77.6-79.5,1.5835
California,"Los Angeles County, CA",1945.00,77.6,77.6-79.5,1.4676
California,"Los Angeles County, CA",1951.00,83.9,81.7-97.5,2.2964
California,"Los Angeles County, CA",1952.01,83.9,81.7-97.5,2.2213
California,"Los Angeles County, CA",1952.02,84.9,81.7-97.5,2.2469
California,"Los Angeles County, CA",1953.00,81.8,81.7-97.5,2.6701
California,"Los Angeles County, CA",1954.00,83.2,81.7-97.5,3.8072
California,"Los Angeles County, CA",1955.00,84.7,81.7-97.5,2.7401
California,"Los Angeles County, CA",1956.00,80.8,79.6-81.6,2.964
California,"Los Angeles County, CA",1957.10,83.2,81.7-97.5,3.1156
California,"Los Angeles County, CA",1957.20,78.4,77.6-79.5,2.7163
California,"Los Angeles County, CA",1958.02,85.8,81.7-97.5,2.9266
California,"Los Angeles County, CA",1958.03,81.6,79.6-81.6,1.6217
California,"Los Angeles County, CA",1958.04,79.2,77.6-79.5,2.8592
California,"Los Angeles County, CA",1959.01,79.7,79.6-81.6,2.0077
California,"Los Angeles County, CA",1959.02,81.6,79.6-81.6,2.436
California,"Los Angeles County, CA",1959.03,82.2,81.7-97.5,3.7785
California,"Los Angeles County, CA",1972.00,85,81.7-97.5,2.9219
California,"Los Angeles County, CA",1973.00,83.8,81.7-97.5,2.9934
California,"Los Angeles County, CA",1974.10,84.6,81.7-97.5,2.5893
California,"Los Angeles County, CA",1974.20,84.2,81.7-97.5,3.7304
California,"Los Angeles County, CA",1975.00,79.2,77.6-79.5,1.8355
California,"Los Angeles County, CA",1976.00,78.4,77.6-79.5,1.3625
California,"Los Angeles County, CA",1977.00,80.3,79.6-81.6,1.4608
California,"Los Angeles County, CA",1990.00,86.5,81.7-97.5,3.9795
California,"Los Angeles County, CA",1991.10,81.6,79.6-81.6,2.3037
California,"Los Angeles County, CA",1991.20,78.5,77.6-79.5,1.7341
California,"Los Angeles County, CA",1992.01,81.5,79.6-81.6,2.8418
California,"Los Angeles County, CA",1992.02,82,81.7-97.5,2.1585
California,"Los Angeles County, CA",1993.00,83.6,81.7-97.5,3.1606
California,"Los Angeles County, CA",1994.00,83,81.7-97.5,1.973
California,"Los Angeles County, CA",1997.00,79.2,77.6-79.5,1.6954
California,"Los Angeles County, CA",1998.00,83.4,81.7-97.5,2.4656
California,"Los Angeles County, CA",1999.00,79.9,79.6-81.6,2.3548
California,"Los Angeles County, CA",2011.10,78.5,77.6-79.5,1.6348
California,"Los Angeles County, CA",2011.20,79.2,77.6-79.5,1.8243
California,"Los Angeles County, CA",2012.00,75.1,56.9-75.1,1.9233
California,"Los Angeles County, CA",2013.01,75.6,75.2-77.5,1.5565
California,"Los Angeles County, CA",2013.02,80.9,79.6-81.6,0.9578
California,"Los Angeles County, CA",2014.01,84.5,81.7-97.5,2.6658
California,"Los Angeles County, CA",2014.02,82,81.7-97.5,1.3472
California,"Los Angeles County, CA",2015.01,82.7,81.7-97.5,2.0922
California,"Los Angeles County, CA",2015.03,81.6,79.6-81.6,2.1656
California,"Los Angeles County, CA",2015.04,81.4,79.6-81.6,2.4674
California,"Los Angeles County, CA",2016.01,83.8,81.7-97.5,2.5661
California,"Los Angeles County, CA",2016.02,80.1,79.6-81.6,1.645
California,"Los Angeles County, CA",2017.00,83.4,81.7-97.5,2.8594
California,"Los Angeles County, CA",2031.00,76.2,75.2-77.5,1.4985
California,"Los Angeles County, CA",2032.00,77.3,75.2-77.5,1.7163
California,"Los Angeles County, CA",2033.00,70.5,56.9-75.1,2.9205
California,"Los Angeles County, CA",2035.00,78.2,77.6-79.5,1.0997
California,"Los Angeles County, CA",2036.00,80.6,79.6-81.6,3.1207
California,"Los Angeles County, CA",2037.10,82.9,81.7-97.5,3.3222
California,"Los Angeles County, CA",2037.20,79.3,77.6-79.5,1.8424
California,"Los Angeles County, CA",2038.00,83.7,81.7-97.5,2.783
California,"Los Angeles County, CA",2039.00,78.4,77.6-79.5,1.6081
California,"Los Angeles County, CA",2041.10,77.3,75.2-77.5,0.9786
California,"Los Angeles County, CA",2041.20,83.5,81.7-97.5,3.0788
California,"Los Angeles County, CA",2042.00,79.2,77.6-79.5,1.7474
California,"Los Angeles County, CA",2043.00,82.4,81.7-97.5,2.082
California,"Los Angeles County, CA",2044.10,80.1,79.6-81.6,2.8371
California,"Los Angeles County, CA",2044.20,80.2,79.6-81.6,2.9441
California,"Los Angeles County, CA",2046.00,78.9,77.6-79.5,1.853
California,"Los Angeles County, CA",2047.00,81.1,79.6-81.6,1.5667
California,"Los Angeles County, CA",2048.10,81.1,79.6-81.6,2.2684
California,"Los Angeles County, CA",2048.20,86.4,81.7-97.5,3.4604
California,"Los Angeles County, CA",2049.10,80.7,79.6-81.6,2.8611
California,"Los Angeles County, CA",2049.20,78.1,77.6-79.5,2.1129
California,"Los Angeles County, CA",2051.10,77.3,75.2-77.5,3.4076
California,"Los Angeles County, CA",2051.20,76.2,75.2-77.5,1.1257
California,"Los Angeles County, CA",2060.10,81.1,79.6-81.6,1.9096
California,"Los Angeles County, CA",2060.20,,,
California,"Los Angeles County, CA",2060.31,81.3,79.6-81.6,3.5253
California,"Los Angeles County, CA",2060.32,82.9,81.7-97.5,2.164
California,"Los Angeles County, CA",2060.50,77.9,77.6-79.5,1.7849
California,"Los Angeles County, CA",2062.00,76.7,75.2-77.5,1.4847
California,"Los Angeles County, CA",2063.00,75.5,75.2-77.5,1.7106
California,"Los Angeles County, CA",2071.01,85.2,81.7-97.5,2.3594
California,"Los Angeles County, CA",2071.02,,,
California,"Los Angeles County, CA",2071.03,82.9,81.7-97.5,2.6222
California,"Los Angeles County, CA",2073.01,74,56.9-75.1,1.7387
California,"Los Angeles County, CA",2073.02,79.3,77.6-79.5,2.93
California,"Los Angeles County, CA",2074.00,,,
California,"Los Angeles County, CA",2075.01,80.4,79.6-81.6,1.6698
California,"Los Angeles County, CA",2075.02,84.3,81.7-97.5,2.0777
California,"Los Angeles County, CA",2077.10,80.8,79.6-81.6,2.1236
California,"Los Angeles County, CA",2079.00,82.3,81.7-97.5,2.5385
California,"Los Angeles County, CA",2080.00,82.6,81.7-97.5,3.0068
California,"Los Angeles County, CA",2083.01,,,
California,"Los Angeles County, CA",2083.02,79.6,79.6-81.6,1.6447
California,"Los Angeles County, CA",2084.01,82.5,81.7-97.5,2.8216
California,"Los Angeles County, CA",2084.02,77.4,75.2-77.5,1.3166
California,"Los Angeles County, CA",2085.01,80.3,79.6-81.6,1.3805
California,"Los Angeles County, CA",2085.02,76.2,75.2-77.5,1.5607
California,"Los Angeles County, CA",2086.10,84.3,81.7-97.5,2.4264
California,"Los Angeles County, CA",2086.20,82.2,81.7-97.5,2.5479
California,"Los Angeles County, CA",2087.10,82.8,81.7-97.5,3.7763
California,"Los Angeles County, CA",2087.20,80.5,79.6-81.6,3.21
California,"Los Angeles County, CA",2088.01,79.1,77.6-79.5,2.4514
California,"Los Angeles County, CA",2088.02,84.2,81.7-97.5,3.8716
California,"Los Angeles County, CA",2089.02,77.3,75.2-77.5,1.8535
California,"Los Angeles County, CA",2089.03,69,56.9-75.1,1.8736
California,"Los Angeles County, CA",2089.04,76.2,75.2-77.5,1.0383
California,"Los Angeles County, CA",2091.02,75.9,75.2-77.5,1.4838
California,"Los Angeles County, CA",2091.03,76.8,75.2-77.5,3.3187
California,"Los Angeles County, CA",2091.04,,,
California,"Los Angeles County, CA",2092.00,78.2,77.6-79.5,2.8759
California,"Los Angeles County, CA",2093.00,75.9,75.2-77.5,1.8222
California,"Los Angeles County, CA",2094.01,77.1,75.2-77.5,1.7885
California,"Los Angeles County, CA",2094.02,76.2,75.2-77.5,1.7218
California,"Los Angeles County, CA",2094.03,77.1,75.2-77.5,0.9751
California,"Los Angeles County, CA",2095.10,77.1,75.2-77.5,1.7202
California,"Los Angeles County, CA",2095.20,76.2,75.2-77.5,1.4345
California,"Los Angeles County, CA",2098.10,74.3,56.9-75.1,1.7826
California,"Los Angeles County, CA",2098.20,82.5,81.7-97.5,3.432
California,"Los Angeles County, CA",2100.10,80.9,79.6-81.6,1.7456
California,"Los Angeles County, CA",2110.00,83.8,81.7-97.5,1.802
California,"Los Angeles County, CA",2111.20,79.9,79.6-81.6,1.8562
California,"Los Angeles County, CA",2111.21,,,
California,"Los Angeles County, CA",2111.22,78.2,77.6-79.5,2.0498
California,"Los Angeles County, CA",2112.01,77.4,75.2-77.5,2.039
California,"Los Angeles County, CA",2112.02,85.3,81.7-97.5,3.9747
California,"Los Angeles County, CA",2113.10,77.4,75.2-77.5,1.431
California,"Los Angeles County, CA",2113.20,78.2,77.6-79.5,1.925
California,"Los Angeles County, CA",2114.10,78.4,77.6-79.5,2.7081
California,"Los Angeles County, CA",2114.20,81.7,81.7-97.5,2.6885
California,"Los Angeles County, CA",2115.00,86.2,81.7-97.5,2.6479
California,"Los Angeles County, CA",2117.01,83.4,81.7-97.5,2.7342
California,"Los Angeles County, CA",2117.03,78.2,77.6-79.5,1.5828
California,"Los Angeles County, CA",2117.04,80.2,79.6-81.6,2.0892
California,"Los Angeles County, CA",2118.02,84.3,81.7-97.5,2.7839
California,"Los Angeles County, CA",2118.03,78.6,77.6-79.5,2.4649
California,"Los Angeles County, CA",2118.04,79.9,79.6-81.6,1.634
California,"Los Angeles County, CA",2119.10,83.5,81.7-97.5,2.8996
California,"Los Angeles County, CA",2119.21,78.2,77.6-79.5,2.3267
California,"Los Angeles County, CA",2119.22,78.2,77.6-79.5,2.4959
California,"Los Angeles County, CA",2121.01,78.2,77.6-79.5,2.3927
California,"Los Angeles County, CA",2121.02,,,
California,"Los Angeles County, CA",2122.02,83,81.7-97.5,3.4128
California,"Los Angeles County, CA",2122.03,83.5,81.7-97.5,3.6706
California,"Los Angeles County, CA",2122.04,80.1,79.6-81.6,2.8209
California,"Los Angeles County, CA",2123.03,,,
California,"Los Angeles County, CA",2123.04,77.1,75.2-77.5,1.7943
California,"Los Angeles County, CA",2123.05,75.9,75.2-77.5,2.7907
California,"Los Angeles County, CA",2123.06,78.4,77.6-79.5,1.7898
California,"Los Angeles County, CA",2124.10,80.6,79.6-81.6,3.3205
California,"Los Angeles County, CA",2124.20,77.1,75.2-77.5,2.1254
California,"Los Angeles County, CA",2125.01,78.2,77.6-79.5,2.1399
California,"Los Angeles County, CA",2125.02,80.9,79.6-81.6,1.6141
California,"Los Angeles County, CA",2126.10,82.7,81.7-97.5,2.0462
California,"Los Angeles County, CA",2126.20,78.2,77.6-79.5,1.2287
California,"Los Angeles County, CA",2127.01,83.6,81.7-97.5,3.2593
California,"Los Angeles County, CA",2127.02,81,79.6-81.6,1.7009
California,"Los Angeles County, CA",2128.00,81.6,79.6-81.6,1.8992
California,"Los Angeles County, CA",2129.00,84.8,81.7-97.5,3.6324
California,"Los Angeles County, CA",2131.00,77.7,77.6-79.5,2.1797
California,"Los Angeles County, CA",2132.01,78.4,77.6-79.5,1.3603
California,"Los Angeles County, CA",2132.02,81.4,79.6-81.6,3.2323
California,"Los Angeles County, CA",2133.10,79.8,79.6-81.6,1.5303
California,"Los Angeles County, CA",2133.20,82.7,81.7-97.5,2.3961
California,"Los Angeles County, CA",2134.01,83.9,81.7-97.5,3.9257
California,"Los Angeles County, CA",2134.02,85.9,81.7-97.5,3.9466
California,"Los Angeles County, CA",2140.00,87.2,81.7-97.5,2.6183
California,"Los Angeles County, CA",2141.00,91.8,81.7-97.5,3.2436
California,"Los Angeles County, CA",2144.00,79.2,77.6-79.5,1.7725
California,"Los Angeles County, CA",2145.01,81.3,79.6-81.6,1.2541
California,"Los Angeles County, CA",2145.02,80.7,79.6-81.6,1.9903
California,"Los Angeles County, CA",2145.03,85.1,81.7-97.5,1.8549
California,"Los Angeles County, CA",2146.00,82.9,81.7-97.5,1.984
California,"Los Angeles County, CA",2147.00,82.8,81.7-97.5,1.934
California,"Los Angeles County, CA",2148.00,84.4,81.7-97.5,2.1314
California,"Los Angeles County, CA",2149.01,85.8,81.7-97.5,3.014
California,"Los Angeles County, CA",2149.02,82,81.7-97.5,1.4416
California,"Los Angeles County, CA",2151.01,79.8,79.6-81.6,2.308
California,"Los Angeles County, CA",2151.02,78.9,77.6-79.5,3.1962
California,"Los Angeles County, CA",2161.00,83.4,81.7-97.5,2.3654
California,"Los Angeles County, CA",2162.00,80.9,79.6-81.6,1.7558
California,"Los Angeles County, CA",2163.00,80.5,79.6-81.6,1.0592
California,"Los Angeles County, CA",2164.01,85.6,81.7-97.5,2.5613
California,"Los Angeles County, CA",2164.02,85.5,81.7-97.5,2.2905
California,"Los Angeles County, CA",2167.00,79.6,79.6-81.6,1.4289
California,"Los Angeles County, CA",2168.00,82.2,81.7-97.5,2.3351
California,"Los Angeles County, CA",2169.00,81,79.6-81.6,1.8022
California,"Los Angeles County, CA",2170.01,86.2,81.7-97.5,3.2242
California,"Los Angeles County, CA",2170.02,81.4,79.6-81.6,2.3674
California,"Los Angeles County, CA",2171.00,80.5,79.6-81.6,1.3952
California,"Los Angeles County, CA",2172.00,79.7,79.6-81.6,2.2919
California,"Los Angeles County, CA",2181.10,81.3,79.6-81.6,2.1831
California,"Los Angeles County, CA",2181.20,77.1,75.2-77.5,1.492
California,"Los Angeles County, CA",2182.10,75.3,75.2-77.5,1.1434
California,"Los Angeles County, CA",2182.20,83.6,81.7-97.5,2.9058
California,"Los Angeles County, CA",2183.00,79.6,79.6-81.6,1.5326
California,"Los Angeles County, CA",2184.00,76.3,75.2-77.5,2.564
California,"Los Angeles County, CA",2185.00,80.2,79.6-81.6,2.9536
California,"Los Angeles County, CA",2186.00,81.3,79.6-81.6,3.3255
California,"Los Angeles County, CA",2187.01,78.8,77.6-79.5,2.1625
California,"Los Angeles County, CA",2187.02,78,77.6-79.5,1.5281
California,"Los Angeles County, CA",2188.00,,,
California,"Los Angeles County, CA",2189.00,77.3,75.2-77.5,1.3423
California,"Los Angeles County, CA",2190.10,77.2,75.2-77.5,2.237
California,"Los Angeles County, CA",2190.20,79.4,77.6-79.5,2.7359
California,"Los Angeles County, CA",2193.00,75.3,75.2-77.5,1.3409
California,"Los Angeles County, CA",2195.00,79.6,79.6-81.6,0.9095
California,"Los Angeles County, CA",2197.00,76.9,75.2-77.5,1.7258
California,"Los Angeles County, CA",2198.00,75.3,75.2-77.5,1.1877
California,"Los Angeles County, CA",2199.01,75.5,75.2-77.5,1.5309
California,"Los Angeles County, CA",2199.02,79.3,77.6-79.5,2.0903
California,"Los Angeles County, CA",2200.00,76.8,75.2-77.5,1.5177
California,"Los Angeles County, CA",2201.00,76.4,75.2-77.5,2.1181
California,"Los Angeles County, CA",2211.10,76.2,75.2-77.5,2.3948
California,"Los Angeles County, CA",2211.20,76.2,75.2-77.5,1.2648
California,"Los Angeles County, CA",2212.10,79.1,77.6-79.5,1.7411
California,"Los Angeles County, CA",2212.20,81.1,79.6-81.6,2.2522
California,"Los Angeles County, CA",2213.02,78.7,77.6-79.5,1.7008
California,"Los Angeles County, CA",2213.03,75.9,75.2-77.5,1.4829
California,"Los Angeles County, CA",2213.04,76.8,75.2-77.5,1.7515
California,"Los Angeles County, CA",2214.01,72,56.9-75.1,1.6376
California,"Los Angeles County, CA",2214.02,76.6,75.2-77.5,1.7875
California,"Los Angeles County, CA",2215.00,80.1,79.6-81.6,2.4543
California,"Los Angeles County, CA",2216.01,82.2,81.7-97.5,3.4799
California,"Los Angeles County, CA",2216.02,75.9,75.2-77.5,1.5672
California,"Los Angeles County, CA",2217.10,86.8,81.7-97.5,3.5753
California,"Los Angeles County, CA",2218.10,,,
California,"Los Angeles County, CA",2218.20,,,
California,"Los Angeles County, CA",2219.00,78.1,77.6-79.5,3.1158
California,"Los Angeles County, CA",2220.01,77.5,75.2-77.5,2.2306
California,"Los Angeles County, CA",2220.02,75.3,75.2-77.5,1.3651
California,"Los Angeles County, CA",2221.00,76.5,75.2-77.5,1.455
California,"Los Angeles County, CA",2222.00,78.4,77.6-79.5,2.117
California,"Los Angeles County, CA",2225.00,78.2,77.6-79.5,1.3954
California,"Los Angeles County, CA",2226.00,76.5,75.2-77.5,1.8527
California,"Los Angeles County, CA",2227.00,,,
California,"Los Angeles County, CA",2240.10,75.3,75.2-77.5,1.4239
California,"Los Angeles County, CA",2240.20,75.9,75.2-77.5,1.787
California,"Los Angeles County, CA",2242.00,,,
California,"Los Angeles County, CA",2243.10,76.2,75.2-77.5,1.8653
California,"Los Angeles County, CA",2243.20,75.9,75.2-77.5,1.4965
California,"Los Angeles County, CA",2244.10,78.2,77.6-79.5,1.7162
California,"Los Angeles County, CA",2244.20,,,
California,"Los Angeles County, CA",2246.00,75.9,75.2-77.5,1.1806
California,"Los Angeles County, CA",2247.00,,,
California,"Los Angeles County, CA",2260.01,75.6,75.2-77.5,2.1415
California,"Los Angeles County, CA",2260.02,,,
California,"Los Angeles County, CA",2264.10,82.3,81.7-97.5,3.5924
California,"Los Angeles County, CA",2264.20,76.3,75.2-77.5,1.5869
California,"Los Angeles County, CA",2267.00,74.2,56.9-75.1,1.6157
California,"Los Angeles County, CA",2270.10,81.9,81.7-97.5,3.6369
California,"Los Angeles County, CA",2270.20,78.1,77.6-79.5,2.7884
California,"Los Angeles County, CA",2281.00,77.4,75.2-77.5,3.8789
California,"Los Angeles County, CA",2282.10,75.9,75.2-77.5,1.099
California,"Los Angeles County, CA",2282.20,78.2,77.6-79.5,3.1522
California,"Los Angeles County, CA",2283.10,75.9,75.2-77.5,1.2107
California,"Los Angeles County, CA",2283.20,75.9,75.2-77.5,2.61
California,"Los Angeles County, CA",2284.10,75.9,75.2-77.5,2.548
California,"Los Angeles County, CA",2284.20,75.9,75.2-77.5,1.8597
California,"Los Angeles County, CA",2285.00,77.7,77.6-79.5,3.2915
California,"Los Angeles County, CA",2286.00,75.5,75.2-77.5,2.0407
California,"Los Angeles County, CA",2287.10,78.4,77.6-79.5,2.87
California,"Los Angeles County, CA",2287.20,80.2,79.6-81.6,3.2186
California,"Los Angeles County, CA",2288.00,75.9,75.2-77.5,1.9264
California,"Los Angeles County, CA",2289.00,76.3,75.2-77.5,3.1501
California,"Los Angeles County, CA",2291.00,77.4,75.2-77.5,1.638
California,"Los Angeles County, CA",2292.00,75.1,56.9-75.1,1.6999
California,"Los Angeles County, CA",2293.00,77.2,75.2-77.5,2.4598
California,"Los Angeles County, CA",2294.10,80.2,79.6-81.6,2.4975
California,"Los Angeles County, CA",2294.20,75.4,75.2-77.5,1.6538
California,"Los Angeles County, CA",2311.00,75.3,75.2-77.5,1.9968
California,"Los Angeles County, CA",2312.10,74,56.9-75.1,1.9131
California,"Los Angeles County, CA",2312.20,79.7,79.6-81.6,3.0041
California,"Los Angeles County, CA",2313.00,75.3,75.2-77.5,1.2502
California,"Los Angeles County, CA",2314.00,77.5,75.2-77.5,2.1126
California,"Los Angeles County, CA",2315.00,77,75.2-77.5,1.3551
California,"Los Angeles County, CA",2316.00,75.9,75.2-77.5,1.5587
California,"Los Angeles County, CA",2317.10,76.4,75.2-77.5,3.2172
California,"Los Angeles County, CA",2317.20,81.4,79.6-81.6,2.6178
California,"Los Angeles County, CA",2318.00,81.2,79.6-81.6,3.2258
California,"Los Angeles County, CA",2319.00,77.4,75.2-77.5,1.8252
California,"Los Angeles County, CA",2321.10,75.3,75.2-77.5,1.2192
California,"Los Angeles County, CA",2321.20,81.1,79.6-81.6,3.7216
California,"Los Angeles County, CA",2322.00,75.4,75.2-77.5,1.8022
California,"Los Angeles County, CA",2323.00,76.7,75.2-77.5,2.1123
California,"Los Angeles County, CA",2324.00,77.4,75.2-77.5,1.3038
California,"Los Angeles County, CA",2325.00,80,79.6-81.6,2.6755
California,"Los Angeles County, CA",2326.00,77.7,77.6-79.5,1.9707
California,"Los Angeles County, CA",2327.00,80.1,79.6-81.6,2.8275
California,"Los Angeles County, CA",2328.00,75.8,75.2-77.5,1.6453
California,"Los Angeles County, CA",2340.00,77.8,77.6-79.5,1.3267
California,"Los Angeles County, CA",2342.00,82.3,81.7-97.5,2.3623
California,"Los Angeles County, CA",2343.00,77.3,75.2-77.5,2.2
California,"Los Angeles County, CA",2345.01,78.3,77.6-79.5,2.5666
California,"Los Angeles County, CA",2345.02,,,
California,"Los Angeles County, CA",2346.00,79.4,77.6-79.5,2.8511
California,"Los Angeles County, CA",2347.00,76.6,75.2-77.5,2.5248
California,"Los Angeles County, CA",2348.00,76.8,75.2-77.5,1.1991
California,"Los Angeles County, CA",2349.01,73,56.9-75.1,2.4931
California,"Los Angeles County, CA",2349.02,75.3,75.2-77.5,1.3074
California,"Los Angeles County, CA",2351.00,78.7,77.6-79.5,1.8529
California,"Los Angeles County, CA",2352.01,74.3,56.9-75.1,2.0249
California,"Los Angeles County, CA",2352.02,72.8,56.9-75.1,1.617
California,"Los Angeles County, CA",2360.00,82.1,81.7-97.5,2.3267
California,"Los Angeles County, CA",2361.00,76.3,75.2-77.5,1.6617
California,"Los Angeles County, CA",2362.02,73,56.9-75.1,2.2029
California,"Los Angeles County, CA",2362.03,74.2,56.9-75.1,1.8834
California,"Los Angeles County, CA",2362.04,76.2,75.2-77.5,2.9449
California,"Los Angeles County, CA",2364.00,80.8,79.6-81.6,1.2195
California,"Los Angeles County, CA",2371.01,76.1,75.2-77.5,1.7739
California,"Los Angeles County, CA",2371.02,85.3,81.7-97.5,3.8446
California,"Los Angeles County, CA",2372.01,79.7,79.6-81.6,2.6276
California,"Los Angeles County, CA",2372.02,78.6,77.6-79.5,2.8486
California,"Los Angeles County, CA",2373.00,76,75.2-77.5,1.263
California,"Los Angeles County, CA",2374.01,74.1,56.9-75.1,1.8687
California,"Los Angeles County, CA",2374.02,78.5,77.6-79.5,1.976
California,"Los Angeles County, CA",2375.00,80,79.6-81.6,2.1109
California,"Los Angeles County, CA",2376.00,77.4,75.2-77.5,2.2141
California,"Los Angeles County, CA",2377.10,73.7,56.9-75.1,2.4906
California,"Los Angeles County, CA",2377.20,74.2,56.9-75.1,2.4967
California,"Los Angeles County, CA",2378.00,78.8,77.6-79.5,3.136
California,"Los Angeles County, CA",2379.00,74.2,56.9-75.1,2.1745
California,"Los Angeles County, CA",2380.00,74.3,56.9-75.1,1.3278
California,"Los Angeles County, CA",2381.00,73.6,56.9-75.1,1.5136
California,"Los Angeles County, CA",2382.00,74.1,56.9-75.1,2.2962
California,"Los Angeles County, CA",2383.10,75.3,75.2-77.5,1.9638
California,"Los Angeles County, CA",2383.20,75.1,56.9-75.1,2.5665
California,"Los Angeles County, CA",2384.00,76.8,75.2-77.5,1.3536
California,"Los Angeles County, CA",2392.01,75.3,75.2-77.5,1.4055
California,"Los Angeles County, CA",2392.02,76.7,75.2-77.5,2.7345
California,"Los Angeles County, CA",2393.10,77.3,75.2-77.5,2.3513
